"GEOGRAPHY_NAME","OBS_VALUE"
"Quarry and Coton Hill",15
"Radbrook",5
"Rea Valley",5
"Ruyton and Baschurch",5
"Severn Valley",5
"Shawbury",10
"Shifnal North",10
"Shifnal South and Cosford",5
"St Martin's",5
"St Oswald",5
"Sundorne",15
"Tern",5
"The Meres",10
"Underdale",25
"Wem",35
"Whitchurch North",35
"Whitchurch South",15
"Whittington",10
"Worfield",10
"Abbey Hulton and Townsend",65
"Baddeley, Milton and Norton",55
"Bentilee and Ubberley",80
"Birches Head and Central Forest Park",60
"Blurton East",15
"Blurton West and Newstead",30
"Boothen and Oak Hill",35
"Bradeley and Chell Heath",35
"Broadway and Longton East",10
"Burslem Central",45
"Burslem Park",35
"Dresden and Florence",25
"Eaton Park",15
"Etruria and Hanley",35
"Fenton East",45
"Fenton West and Mount Pleasant",30
"Ford Green and Smallthorne",40
"Goldenhill and Sandyford",25
"Great Chell and Packmoor",45
"Hanford and Trentham",10
"Hanley Park and Shelton",35
"Hartshill and Basford",30
"Hollybush and Longton West",30
"Joiner's Square",100
"Lightwood North and Normacot",25
"Little Chell and Stanfield",50
"Meir Hay",10
"Meir North",35
"Meir Park",0
"Meir South",40
"Moorcroft",45
"Penkhull and Stoke",25
"Sandford Hill",45
"Sneyd Green",10
"Springfields and Trent Vale",30
"Tunstall",30
"Weston Coyney",15
"Apley Castle",0
"Arleston",10
"Brookside",65
"Church Aston and Lilleshall",5
"College",15
"Cuckoo Oak",45
"Dawley Magna",40
"Donnington",35
"Dothill",5
"Edgmond",0
"Ercall",10
"Ercall Magna",5
"Hadley and Leegomery",55
"Haygate",20
"Horsehay and Lightmoor",15
"Ironbridge Gorge",0
"Ketley and Oakengates",45
"Lawley and Overdale",20
"Madeley",15
"Malinslee",55
"Muxton",25
"Newport East",5
"Newport North",5
"Newport South",0
"Newport West",10
"Park",5
"Priorslee",20
"Shawbirch",5
"St Georges",25
"The Nedge",75
"Woodside",80
"Wrockwardine",10
"Wrockwardine Wood and Trench",20
"Brereton and Ravenhill",10
"Cannock East",35
"Cannock North",45
"Cannock South",45
"Cannock West",15
"Etching Hill and The Heath",20
"Hagley",10
"Hawks Green",10
"Heath Hayes East and Wimblebury",15
"Hednesford Green Heath",20
"Hednesford North",30
"Hednesford South",5
"Norton Canes",20
"Rawnsley",15
"Western Springs",25
"Abbey",5
"Anglesey",20
"Bagots",0
"Branston",10
"Brizlincote",5
"Burton",25
"Churnet",0
"Crown",0
"Eton Park",30
"Heath",10
"Horninglow",25
"Needwood",5
"Rolleston on Dove",5
"Shobnall",35
"Stapenhill",35
"Stretton",5
"Town",10
"Tutbury and Outwoods",10
"Weaver",0
"Winshill",30
"Yoxall",0
"All Saints",5
"Alrewas and Fradley",5
"Armitage with Handsacre",10
"Boley Park",5
"Boney Hay",15
"Bourne Vale",0
"Burntwood Central",5
"Chadsmead",15
"Chase Terrace",5
"Chasetown",25
"Colton and Mavesyn Ridware",5
"Curborough",30
"Fazeley",15
"Hammerwich",5
"Highfield",5
"King's Bromley",5
"Leomansley",10
"Little Aston",0
"Longdon",5
"Mease and Tame",5
"Shenstone",5
"St John's",10
"Stonnall",0
"Stowe",10
"Summerfield",10
"Whittington",5
"Audley and Bignall End",15
"Bradwell",20
"Butt Lane",25
"Chesterton",25
"Clayton",10
"Cross Heath",50
"Halmerend",5
"Holditch",20
"Keele,Silverdale and Parksite",15
"Kidsgrove",20
"Knutton and Silverdale",20
"Loggerheads and Whitmore",5
"Madeley",10
"May Bank",10
"Newchapel",5
"Porthill",10
"Ravenscliffe",20
"Seabridge",5
"Talke",10
"Thistleberry",25
"Town",45
"Westlands",10
"Wolstanton",20
"Bilbrook",20
"Brewood and Coven",5
"Cheslyn Hay North and Saredon",10
"Cheslyn Hay South",10
"Codsall North",10
"Codsall South",10
"Essington",15
"Featherstone and Shareshill",30
"Great Wyrley Landywood",10
"Great Wyrley Town",15
"Himley and Swindon",5
"Huntington and Hatherton",15
"Kinver",10
"Pattingham and Patshull",5
"Penkridge North East and Acton Trussell",10
"Penkridge South East",5
"Penkridge West",0
"Perton Dippons",5
"Perton East",0
"Perton Lakeside",10
"Trysull and Seisdon",5
"Wheaton Aston, Bishopswood and Lapley",5
"Wombourne North and Lower Penn",15
"Wombourne South East",5
"Wombourne South West",15
"Barlaston and Oulton",10
"Baswich",0
"Chartley",0
"Church Eaton",5
"Common",15
"Coton",15
"Eccleshall",5
"Forebridge",15
"Fulford",15
"Gnosall and Woodseaves",10
"Haywood and Hixon",10
"Highfields and Western Downs",30
"Holmcroft",20
"Littleworth",15
"Manor",25
"Milford",5
"Milwich",0
"Penkside",15
"Rowley",0
"Seighford",0
"St. Michael's",10
"Stonefield and Christchurch",0
"Swynnerton",5
"Tillington",15
"Walton",10
"Weeping Cross",10
"Alton",5
"Bagnall and Stanley",0
"Biddulph East",30
"Biddulph Moor",0
"Biddulph North",5
"Biddulph South",0
"Biddulph West",10
"Brown Edge and Endon",5
"Caverswall",5
"Cellarhead",5
"Cheadle North East",10
"Cheadle South East",0
"Cheadle West",10
"Checkley",5
"Cheddleton",5
"Churnet",0
"Dane",5
"Forsbrook",15
"Hamps Valley",0
"Horton",0
"Ipstones",0
"Leek East",15
"Leek North",15
"Leek South",15
"Leek West",5
"Manifold",0
"Werrington",5
"Amington",50
"Belgrave",35
"Bolehall",25
"Castle",20
"Glascote",35
"Mercian",20
"Spital",20
"Stonydelph",30
"Trinity",5
"Wilnecote",25
"Arley and Whitacre",30
"Atherstone Central",15
"Atherstone North",15
"Atherstone South and Mancetter",10
"Baddesley and Grendon",15
"Coleshill North",5
"Coleshill South",5
"Curdworth",5
"Dordon",15
"Fillongley",0
"Hartshill",5
"Hurley and Wood End",5
"Kingsbury",5
"Newton Regis and Warton",5
"Polesworth East",15
"Polesworth West",5
"Water Orton",5
"Abbey",65
"Arbury",35
"Attleborough",35
"Bar Pool",35
"Bede",30
"Bulkington",5
"Camp Hill",60
"Exhall",30
"Galley Common",25
"Heath",30
"Kingswood",35
"Poplar",20
"Slough",25
"St Nicolas",15
"Weddington",10
"Wem Brook",60
"Whitestone",5
"Admirals",10
"Avon and Swift",5
"Benn",30
"Bilton",5
"Brownsover North",5
"Brownsover South",25
"Caldecott",15
"Dunchurch and Knightlow",10
"Earl Craven and Wolston",5
"Eastlands",15
"Fosse",5
"Hillmorton",15
"Lawford and King's Newnham",15
"Leam Valley",0
"New Bilton",25
"Newbold",25
"Overslade",20
"Paddox",5
"Ryton-on-Dunsmore",5
"Wolvey",0
"Alcester",10
"Aston Cantlow",0
"Bardon",5
"Bidford and Salford",10
"Brailes",0
"Burton Dassett",0
"Claverdon",0
"Ettington",0
"Fenny Compton",0
"Harbury",5
"Henley",5
"Kineton",5
"Kinwarton",0
"Long Compton",0
"Long Itchington",5
"Quinton",5
"Sambourne",0
"Shipston",5
"Snitterfield",0
"Southam",5
"Stockton and Napton",5
"Stratford Alveston",10
"Stratford Avenue and New Town",15
"Stratford Guild and Hathaway",10
"Stratford Mount Pleasant",5
"Studley",15
"Tanworth",5
"Tredington",0
"Vale of the Red Horse",0
"Welford",0
"Wellesbourne",10
"Abbey",5
"Bishop's Tachbrook",5
"Brunswick",40
"Budbrooke",5
"Clarendon",20
"Crown",25
"Cubbington",10
"Lapworth",0
"Leek Wootton",5
"Manor",15
"Milverton",10
"Park Hill",5
"Radford Semele",0
"St John's",5
"Stoneleigh",5
"Warwick North",10
"Warwick South",15
"Warwick West",10
"Whitnash",15
"Willes",15
"Acocks Green",235
"Aston",500
"Bartley Green",255
"Billesley",185
"Bordesley Green",310
"Bournville",160
"Brandwood",195
"Edgbaston",140
"Erdington",180
"Hall Green",105
"Handsworth Wood",210
"Harborne",95
"Hodge Hill",245
"Kings Norton",180
"Kingstanding",260
"Ladywood",225
"Longbridge",205
"Lozells and East Handsworth",505
"Moseley and Kings Heath",145
"Nechells",410
"Northfield",165
"Oscott",110
"Perry Barr",170
"Quinton",160
"Selly Oak",130
"Shard End",225
"Sheldon",135
"Soho",380
"South Yardley",270
"Sparkbrook",400
"Springfield",300
"Stechford and Yardley North",255
"Stockland Green",305
"Sutton Four Oaks",35
"Sutton New Hall",55
"Sutton Trinity",70
"Sutton Vesey",55
"Tyburn",215
"Washwood Heath",395
"Weoley",245
"Bablake",35
"Binley and Willenhall",110
"Cheylesmore",50
"Earlsdon",25
"Foleshill",160
"Henley",105
"Holbrook",85
"Longford",95
"Lower Stoke",90
"Radford",110
"Sherbourne",70
"St Michael's",180
"Upper Stoke",65
"Wainbody",20
"Westwood",80
"Whoberley",50
"Woodlands",60
"Wyken",70
"Amblecote",40
"Belle Vale",80
"Brierley Hill",130
"Brockmoor and Pensnett",100
"Castle and Priory",155
"Coseley East",85
"Cradley and Wollescote",100
"Gornal",70
"Halesowen North",50
"Halesowen South",40
"Hayley Green and Cradley South",30
"Kingswinford North and Wall Heath",30
"Kingswinford South",35
"Lye and Stourbridge North",70
"Netherton, Woodside and St Andrews",110
"Norton",35
"Pedmore and Stourbridge East",30
"Quarry Bank and Dudley Wood",75
"Sedgley",55
"St James's",115
"St Thomas's",165
"Upper Gornal and Woodsetton",70
"Wollaston and Stourbridge Town",45
"Wordsley",35
"Abbey",50
"Blackheath",65
"Bristnall",75
"Charlemont with Grove Vale",65
"Cradley Heath and Old Hill",75
"Friar Park",65
"Great Barr with Yew Tree",70
"Great Bridge",90
"Greets Green and Lyng",95
"Hateley Heath",120
"Langley",70
"Newton",55
"Old Warley",55
"Oldbury",70
"Princes End",135
"Rowley",75
"Smethwick",85
"Soho and Victoria",110
"St Pauls",90
"Tipton Green",115
"Tividale",65
"Wednesbury North",80
"Wednesbury South",65
"West Bromwich Central",110
"Bickenhill",60
"Blythe",15
"Castle Bromwich",35
"Chelmsley Wood",150
"Dorridge and Hockley Heath",15
"Elmdon",20
"Kingshurst and Fordbridge",140
"Knowle",5
"Lyndon",40
"Meriden",15
"Olton",25
"Shirley East",20
"Shirley South",25
"Shirley West",25
"Silhill",30
"Smith's Wood",150
"St Alphege",15
"Aldridge Central and South",35
"Aldridge North and Walsall Wood",50
"Bentley and Darlaston North",115
"Birchills Leamore",170
"Blakenall",160
"Bloxwich East",95
"Bloxwich West",90
"Brownhills",75
"Darlaston South",135
"Paddock",40
"Palfrey",110
"Pelsall",45
"Pheasey Park Farm",30
"Pleck",130
"Rushall-Shelfield",60
"Short Heath",55
"St Matthew's",140
"Streetly",20
"Willenhall North",80
"Willenhall South",155
"Bilston East",130
"Bilston North",85
"Blakenhall",85
"Bushbury North",70
"Bushbury South and Low Hill",165
"East Park",150
"Ettingshall",125
"Fallings Park",100
"Graiseley",85
"Heath Town",150
"Merry Hill",70
"Oxley",110
"Park",90
"Penn",35
"Spring Vale",70
"St Peter's",145
"Tettenhall Regis",50
"Tettenhall Wightwick",35
"Wednesfield North",70
"Wednesfield South",70
"Alvechurch",10
"Beacon",10
"Catshill",15
"Charford",35
"Drakes Cross and Walkers Heath",10
"Furlongs",5
"Hagley",0
"Hillside",10
"Hollywood and Majors Green",10
"Linthurst",0
"Marlbrook",10
"Norton",5
"Sidemoor",30
"Slideslow",10
"St Johns",10
"Stoke Heath",5
"Stoke Prior",5
"Tardebigge",0
"Uffdown",5
"Waseley",10
"Whitford",10
"Woodvale",5
"Wythall South",5
"Alfrick and Leigh",5
"Baldwin",0
"Broadheath",0
"Chase",10
"Dyson Perrins",20
"Hallow",0
"Kempsey",10
"Lindridge",0
"Link",35
"Longdon",0
"Martley",0
"Morton",0
"Pickersleigh",35
"Powick",5
"Priory",10
"Ripple",0
"Teme Valley",5
"Tenbury",10
"Upton and Hanley",10
"Wells",0
"West",10
"Woodbury",0
"Abbey",30
"Astwood Bank and Feckenham",10
"Batchley & Brockhill",45
"Central",40
"Church Hill",55
"Crabbs Cross",10
"Greenlands",50
"Headless Cross and Oakenshaw",20
"Lodge Park",35
"Matchborough",20
"West",10
"Winyates",30
"Arboretum",20
"Battenhall",10
"Bedwardine",25
"Cathedral",50
"Claines",10
"Gorse Hill",25
"Nunnery",30
"Rainbow Hill",35
"St Clement",40
"St John",40
"St Peter's Parish",10
"St Stephen",10
"Warndon",35
"Warndon Parish North",5
"Warndon Parish South",10
"Badsey",5
"Bengeworth",15
"Bowbrook",5
"Bredon",5
"Bretforton and Offenham",5
"Broadway and Wickhamford",0
"Dodderhill",5
"Drakes Broughton",0
"Droitwich Central",10
"Droitwich East",15
"Droitwich South East",10
"Droitwich South West",15
"Droitwich West",25
"Eckington",0
"Elmley Castle and Somerville",0
"Evesham North",15
"Evesham South",10
"Fladbury",5
"Great Hampton",10
"Hartlebury",10
"Harvington and Norton",5
"Honeybourne and Pebworth",5
"Inkberrow",0
"Little Hampton",10
"Lovett and North Claines",15
"Norton and Whittington",5
"Ombersley",0
"Pershore",20
"Pinvin",10
"South Bredon Hill",0
"The Littletons",0
"Upton Snodsbury",0
"Aggborough and Spennells",10
"Areley Kings",20
"Bewdley and Arley",10
"Blakedown and Chaddesley",5
"Broadwaters",45
"Cookley",5
"Franche",15
"Greenhill",40
"Habberley and Blakebrook",20
"Lickhill",15
"Mitton",15
"Offmore and Comberton",25
"Oldington and Foley Park",65
"Rock",0
"Sutton Park",25
"Wolverley",0
"Wribbenhall",5
"Brickhill",25
"Bromham and Biddenham",5
"Castle",50
"Cauldwell",55
"Clapham",10
"De Parys",20
"Eastcotts",20
"Elstow",15
"Goldington",55
"Great Barford",15
"Harpur",80
"Harrold",5
"Kempston Central and East",15
"Kempston North",25
"Kempston Rural",10
"Kempston South",5
"Kempston West",30
"Kingsbrook",40
"Newnham",20
"Oakley",0
"Putnoe",15
"Queens Park",45
"Riseley",5
"Sharnbrook",5
"Wilshamstead",5
"Wootton",10
"Wyboston",5
"Ampthill",20
"Arlesey",25
"Aspley and Woburn",5
"Barton-le-Clay",5
"Biggleswade North",30
"Biggleswade South",15
"Caddington",5
"Cranfield and Marston Moretaine",20
"Dunstable-Central",0
"Dunstable-Icknield",15
"Dunstable-Manshead",15
"Dunstable-Northfields",25
"Dunstable-Watling",10
"Eaton Bray",5
"Flitwick",15
"Heath and Reach",5
"Houghton Conquest and Haynes",5
"Houghton Hall",25
"Leighton Buzzard North",25
"Leighton Buzzard South",20
"Linslade",10
"Northill",10
"Parkside",15
"Potton",15
"Sandy",30
"Shefford",15
"Silsoe and Shillington",0
"Stotfold and Langford",20
"Tithe Farm",25
"Toddington",10
"Westoning, Flitton and Greenfield",5
"Barnfield",15
"Biscot",50
"Bramingham",5
"Challney",45
"Crawley",25
"Dallow",50
"Farley",50
"High Town",35
"Icknield",15
"Leagrave",40
"Lewsey",45
"Limbury",30
"Northwell",30
"Round Green",30
"Saints",45
"South",100
"Stopsley",10
"Sundon Park",15
"Wigmore",15
"Barnack",0
"Bretton North",55
"Bretton South",10
"Central",65
"Dogsthorpe",75
"East",85
"Eye and Thorney",20
"Fletton and Woodston",60
"Glinton and Wittering",10
"Newborough",0
"North",30
"Northborough",0
"Orton Longueville",60
"Orton Waterville",25
"Orton with Hampton",50
"Park",70
"Paston",40
"Ravensthorpe",60
"Stanground Central",35
"Stanground East",15
"Walton",25
"Werrington North",20
"Werrington South",10
"West",30
"Belfairs",20
"Blenheim Park",30
"Chalkwell",30
"Eastwood Park",20
"Kursaal",155
"Leigh",10
"Milton",65
"Prittlewell",35
"Shoeburyness",60
"Southchurch",45
"St Laurence",30
"St. Luke's",35
"Thorpe",15
"Victoria",80
"West Leigh",5
"West Shoebury",30
"Westborough",50
"Aveley and Uplands",30
"Belhus",55
"Chadwell St Mary",50
"Chafford and North Stifford",20
"Corringham and Fobbing",5
"East Tilbury",25
"Grays Riverside",60
"Grays Thurrock",30
"Little Thurrock Blackshots",20
"Little Thurrock Rectory",10
"Ockendon",45
"Orsett",5
"South Chafford",15
"Stanford East and Corringham Town",30
"Stanford-le-Hope West",25
"Stifford Clays",10
"The Homesteads",10
"Tilbury Riverside and Thurrock Park",55
"Tilbury St Chads",60
"West Thurrock and South Stifford",60
"Abbey",25
"Arbury",25
"Castle",5
"Cherry Hinton",10
"Coleridge",25
"East Chesterton",25
"King's Hedges",25
"Market",0
"Newnham",5
"Petersfield",15
"Queen Edith's",10
"Romsey",10
"Trumpington",40
"West Chesterton",20
"Bottisham",0
"Burwell",5
"Cheveley",5
"Downham Villages",5
"Dullingham Villages",0
"Ely East",5
"Ely North",5
"Ely South",15
"Ely West",5
"Fordham Villages",10
"Haddenham",5
"Isleham",5
"Littleport East",10
"Littleport West",10
"Soham North",10
"Soham South",10
"Stretham",5
"Sutton",0
"The Swaffhams",0
"Bassenhally",5
"Benwick, Coates and Eastrea",10
"Birch",5
"Clarkson",10
"Delph",0
"Doddington",5
"Elm and Christchurch",10
"Hill",20
"Kingsmoor",10
"Kirkgate",5
"Lattersey",10
"Manea",5
"March East",25
"March North",35
"March West",15
"Medworth",15
"Parson Drove and Wisbech St Mary",20
"Peckover",15
"Roman Bank",25
"Slade Lode",10
"St Andrews",5
"St Marys",5
"Staithe",20
"The Mills",5
"Waterlees",35
"Wenneye",5
"Wimblington",10
"Alconbury and The Stukeleys",5
"Brampton",5
"Buckden",0
"Earith",5
"Ellington",5
"Elton and Folksworth",0
"Fenstanton",5
"Godmanchester",10
"Gransden and The Offords",0
"Huntingdon East",15
"Huntingdon North",45
"Huntingdon West",15
"Kimbolton and Staughton",0
"Little Paxton",0
"Ramsey",20
"Sawtry",5
"Somersham",10
"St Ives East",5
"St Ives South",10
"St Ives West",0
"St Neots Eaton Ford",10
"St Neots Eaton Socon",10
"St Neots Eynesbury",20
"St Neots Priory Park",30
"Stilton",5
"The Hemingfords",5
"Upwood and The Raveleys",5
"Warboys and Bury",10
"Yaxley and Farcet",30
"Balsham",5
"Bar Hill",5
"Barton",0
"Bassingbourn",5
"Bourn",5
"Caldecote",0
"Comberton",0
"Cottenham",10
"Duxford",0
"Fowlmere and Foxton",0
"Fulbourn",10
"Gamlingay",5
"Girton",0
"Hardwick",0
"Harston and Hauxton",0
"Haslingfield and The Eversdens",10
"Histon and Impington",15
"Linton",5
"Longstanton",5
"Melbourn",5
"Meldreth",5
"Milton",0
"Orwell and Barrington",0
"Papworth and Elsworth",10
"Sawston",10
"Swavesey",0
"Teversham",0
"The Abingtons",0
"The Mordens",0
"The Shelfords and Stapleford",0
"The Wilbrahams",5
"Waterbeach",5
"Whittlesford",0
"Willingham and Over",5
"Billericay East",15
"Billericay West",10
"Burstead",10
"Crouch",15
"Fryerns",75
"Laindon Park",55
"Langdon Hills",15
"Lee Chapel North",95
"Nethermayne",45
"Pitsea North West",65
"Pitsea South East",60
"St Martin's",65
"Vange",80
"Wickford Castledon",15
"Wickford North",25
"Wickford Park",15
"Black Notley and Terling",5
"Bocking Blackwater",10
"Bocking North",15
"Bocking South",15
"Bradwell, Silver End and Rivenhall",5
"Braintree Central",35
"Braintree East",35
"Braintree South",30
"Bumpstead",5
"Coggeshall and North Feering",0
"Cressing and Stisted",5
"Gosfield and Greenstead Green",0
"Great Notley and Braintree West",5
"Halstead St Andrew's",15
"Halstead Trinity",10
"Hatfield Peverel",5
"Hedingham and Maplestead",5
"Kelvedon",5
"Panfield",0
"Rayne",0
"Stour Valley North",5
"Stour Valley South",5
"The Three Colnes",10
"Three Fields",0
"Upper Colne",5
"Witham Chipping Hill and Central",20
"Witham North",15
"Witham South",35
"Witham West",30
"Yeldham",5
"Brentwood North",15
"Brentwood South",15
"Brentwood West",20
"Brizes and Doddinghurst",10
"Herongate, Ingrave and West Horndon",5
"Hutton Central",5
"Hutton East",5
"Hutton North",5
"Hutton South",0
"Ingatestone, Fryerning and Mountnessing",10
"Pilgrims Hatch",15
"Shenfield",5
"South Weald",5
"Tipps Cross",5
"Warley",10
"Appleton",10
"Boyce",5
"Canvey Island Central",25
"Canvey Island East",10
"Canvey Island North",15
"Canvey Island South",25
"Canvey Island West",5
"Canvey Island Winter Gardens",30
"Cedar Hall",15
"St George's",15
"St James",10
"St Mary's",10
"St Peter's",10
"Victoria",10
"Bicknacre and East and West Hanningfield",5
"Boreham and The Leighs",5
"Broomfield and The Walthams",15
"Chelmer Village and Beaulieu Park",20
"Chelmsford Rural West",5
"Galleywood",10
"Goat Hall",10
"Great Baddow East",10
"Great Baddow West",10
"Little Baddow, Danbury and Sandon",5
"Marconi",25
"Moulsham and Central",40
"Moulsham Lodge",10
"Patching Hall",20
"Rettendon and Runwell",10
"South Hanningfield, Stock and Margaretting",0
"South Woodham-Chetwood and Collingwood",10
"South Woodham-Elmwood and Woodville",10
"Springfield North",10
"St Andrews",40
"The Lawns",5
"Trinity",10
"Waterhouse Farm",25
"Writtle",10
"Berechurch",35
"Birch and Winstree",5
"Castle",40
"Christ Church",15
"Copford and West Stanway",5
"Dedham and Langham",0
"East Donyland",5
"Fordham and Stour",5
"Great Tey",0
"Harbour",20
"Highwoods",25
"Lexden",15
"Marks Tey",5
"Mile End",30
"New Town",75
"Prettygate",20
"Pyefleet",0
"Shrub End",40
"St Andrew's",60
"St Anne's",25
"St John's",10
"Stanway",15
"Tiptree",10
"West Bergholt and Eight Ash Green",5
"West Mersea",10
"Wivenhoe Cross",5
"Wivenhoe Quay",10
"Broadley Common, Epping Upland and Nazeing",5
"Buckhurst Hill East",10
"Buckhurst Hill West",5
"Chigwell Row",5
"Chigwell Village",5
"Chipping Ongar, Greensted and Marden Ash",0
"Epping Hemnall",10
"Epping Lindsey and Thornwood Common",5
"Grange Hill",10
"Hastingwood, Matching and Sheering Village",0
"High Ongar, Willingale and The Rodings",0
"Lambourne",0
"Loughton Alderton",25
"Loughton Broadway",25
"Loughton Fairmead",10
"Loughton Forest",5
"Loughton Roding",10
"Loughton St John's",5
"Loughton St Mary's",10
"Lower Nazeing",0
"Lower Sheering",0
"Moreton and Fyfield",5
"North Weald Bassett",10
"Passingford",5
"Roydon",5
"Shelley",10
"Theydon Bois",5
"Waltham Abbey High Beach",5
"Waltham Abbey Honey Lane",15
"Waltham Abbey North East",5
"Waltham Abbey Paternoster",10
"Waltham Abbey South West",10
"Bush Fair",25
"Church Langley",10
"Great Parndon",15
"Harlow Common",35
"Little Parndon and Hare Street",45
"Mark Hall",45
"Netteswell",25
"Old Harlow",15
"Staple Tye",25
"Sumners and Kingsmoor",20
"Toddbrook",30
"Althorne",5
"Burnham-on-Crouch North",5
"Burnham-on-Crouch South",15
"Great Totham",5
"Heybridge East",5
"Heybridge West",20
"Maldon East",15
"Maldon North",15
"Maldon South",5
"Maldon West",5
"Mayland",0
"Purleigh",0
"Southminster",15
"Tillingham",5
"Tollesbury",0
"Tolleshunt D'Arcy",5
"Wickham Bishops and Woodham",5
"Ashingdon and Canewdon",5
"Barling and Sutton",0
"Downhall and Rawreth",10
"Foulness and Great Wakering",25
"Grange",5
"Hawkwell North",5
"Hawkwell South",10
"Hawkwell West",5
"Hockley Central",10
"Hockley North",5
"Hockley West",5
"Hullbridge",5
"Lodge",5
"Rayleigh Central",5
"Rochford",25
"Sweyne Park",5
"Trinity",0
"Wheatley",5
"Whitehouse",5
"Alresford",5
"Alton Park",50
"Ardleigh and Little Bromley",5
"Beaumont and Thorpe",0
"Bockings Elm",35
"Bradfield, Wrabness and Wix",0
"Brightlingsea",15
"Burrsville",5
"Frinton",5
"Golf Green",45
"Great and Little Oakley",5
"Great Bentley",5
"Hamford",10
"Harwich East",30
"Harwich East Central",40
"Harwich West",10
"Harwich West Central",25
"Haven",5
"Holland and Kirby",10
"Homelands",0
"Lawford",10
"Little Clacton and Weeley",5
"Manningtree, Mistley, Little Bentley and Tendring",10
"Peter Bruff",20
"Pier",55
"Ramsey and Parkeston",15
"Rush Green",55
"St Bartholomews",10
"St James",15
"St Johns",20
"St Marys",40
"St Osyth and Point Clear",20
"St Pauls",20
"Thorrington, Frating, Elmstead and Great Bromley",0
"Walton",10
"Ashdon",0
"Barnston and High Easter",0
"Birchanger",0
"Broad Oak and the Hallingburys",0
"Clavering",0
"Elsenham and Henham",5
"Felsted",5
"Great Dunmow North",5
"Great Dunmow South",10
"Hatfield Heath",5
"Littlebury",0
"Newport",0
"Saffron Walden Audley",5
"Saffron Walden Castle",5
"Saffron Walden Shire",5
"Stansted North",0
"Stansted South",5
"Stebbing",0
"Stort Valley",0
"Takeley and the Canfields",5
"Thaxted",5
"The Chesterfords",5
"The Eastons",5
"The Rodings",0
"The Sampfords",0
"Wenden Lofts",0
"Wimbish and Debden",0
"Broxbourne",5
"Bury Green",30
"Cheshunt Central",10
"Cheshunt North",20
"Flamstead End",10
"Goffs Oak",10
"Hoddesdon North",5
"Hoddesdon Town",20
"Rosedale",10
"Rye Park",15
"Theobalds",30
"Waltham Cross",40
"Wormley & Turnford",20
"Adeyfield East",20
"Adeyfield West",15
"Aldbury and Wigginton",0
"Apsley and Corner Hall",15
"Ashridge",0
"Bennetts End",15
"Berkhamsted Castle",0
"Berkhamsted East",10
"Berkhamsted West",5
"Bovingdon, Flaunden and Chipperfield",5
"Boxmoor",10
"Chaulden and Warners End",25
"Gadebridge",20
"Grovehill",30
"Hemel Hempstead Town",40
"Highfield",20
"Kings Langley",5
"Leverstock Green",20
"Nash Mills",10
"Northchurch",0
"Tring Central",10
"Tring East",0
"Tring West and Rural",5
"Watling",10
"Woodhall Farm",15
"Bishop's Stortford All Saints",10
"Bishop's Stortford Central",10
"Bishop's Stortford Meads",10
"Bishop's Stortford Silverleys",5
"Bishop's Stortford South",5
"Braughing",0
"Buntingford",10
"Datchworth & Aston",0
"Great Amwell",5
"Hertford Bengeo",10
"Hertford Castle",30
"Hertford Heath",5
"Hertford Kingsmead",5
"Hertford Rural North",0
"Hertford Rural South",5
"Hertford Sele",10
"Hunsdon",5
"Little Hadham",5
"Much Hadham",5
"Mundens and Cottered",5
"Puckeridge",0
"Sawbridgeworth",5
"Stanstead Abbots",0
"Thundridge & Standon",5
"Walkern",5
"Ware Chadwell",0
"Ware Christchurch",5
"Ware St Mary's",10
"Ware Trinity",5
"Watton-at-Stone",0
"Aldenham East",5
"Aldenham West",5
"Borehamwood Brookmeadow",15
"Borehamwood Cowley Hill",45
"Borehamwood Hillside",25
"Borehamwood Kenilworth",15
"Bushey Heath",5
"Bushey North",20
"Bushey Park",10
"Bushey St James",10
"Elstree",5
"Potters Bar Furzefield",10
"Potters Bar Oakmere",25
"Potters Bar Parkfield",10
"Shenley",10
"Arbury",0
"Baldock East",0
"Baldock Town",10
"Cadwell",5
"Chesfield",10
"Codicote",0
"Ermine",0
"Hitchin Bearton",20
"Hitchin Highbury",5
"Hitchin Oughton",20
"Hitchin Priory",5
"Hitchin Walsworth",10
"Hitchwood, Offa and Hoo",5
"Kimpton",5
"Knebworth",0
"Letchworth East",20
"Letchworth Grange",20
"Letchworth South East",30
"Letchworth South West",15
"Letchworth Wilbury",15
"Royston Heath",5
"Royston Meridian",10
"Royston Palace",10
"Weston and Sandon",5
"Ashley",15
"Batchwood",30
"Clarence",5
"Colney Heath",15
"Cunningham",15
"Harpenden East",10
"Harpenden North",5
"Harpenden South",0
"Harpenden West",5
"London Colney",30
"Marshalswick North",5
"Marshalswick South",5
"Park Street",10
"Redbourn",5
"Sandridge",0
"Sopwell",15
"St Peters",15
"St Stephen",5
"Verulam",5
"Wheathampstead",15
"Bandley Hill",20
"Bedwell",30
"Chells",10
"Longmeadow",10
"Manor",10
"Martins Wood",30
"Old Town",20
"Pin Green",15
"Roebuck",20
"Shephall",15
"St Nicholas",40
"Symonds Green",10
"Woodfield",10
"Abbots Langley",5
"Ashridge",15
"Bedmond & Primrose Hill",5
"Carpenders Park",5
"Chorleywood East",0
"Chorleywood West",5
"Croxley Green",5
"Croxley Green North",5
"Croxley Green South",5
"Hayling",20
"Langleybury",10
"Leavesden",20
