"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Longbenton","E36006709","Aged 25-29",30
"Monkseaton North","E36006710","Aged 16-24",15
"Monkseaton North","E36006710","Aged 25-29",5
"Monkseaton South","E36006711","Aged 16-24",25
"Monkseaton South","E36006711","Aged 25-29",15
"Northumberland","E36006712","Aged 16-24",30
"Northumberland","E36006712","Aged 25-29",15
"Preston","E36006713","Aged 16-24",20
"Preston","E36006713","Aged 25-29",20
"Riverside","E36006714","Aged 16-24",155
"Riverside","E36006714","Aged 25-29",85
"St Mary's","E36006715","Aged 16-24",5
"St Mary's","E36006715","Aged 25-29",0
"Tynemouth","E36006716","Aged 16-24",30
"Tynemouth","E36006716","Aged 25-29",20
"Valley","E36006717","Aged 16-24",60
"Valley","E36006717","Aged 25-29",30
"Wallsend","E36006718","Aged 16-24",110
"Wallsend","E36006718","Aged 25-29",50
"Weetslade","E36006719","Aged 16-24",25
"Weetslade","E36006719","Aged 25-29",20
"Whitley Bay","E36006720","Aged 16-24",40
"Whitley Bay","E36006720","Aged 25-29",25
"Beacon and Bents","E36006721","Aged 16-24",110
"Beacon and Bents","E36006721","Aged 25-29",65
"Bede","E36006722","Aged 16-24",65
"Bede","E36006722","Aged 25-29",50
"Biddick and All Saints","E36006723","Aged 16-24",105
"Biddick and All Saints","E36006723","Aged 25-29",70
"Boldon Colliery","E36006724","Aged 16-24",60
"Boldon Colliery","E36006724","Aged 25-29",35
"Cleadon and East Boldon","E36006725","Aged 16-24",15
"Cleadon and East Boldon","E36006725","Aged 25-29",5
"Cleadon Park","E36006726","Aged 16-24",70
"Cleadon Park","E36006726","Aged 25-29",30
"Fellgate and Hedworth","E36006727","Aged 16-24",40
"Fellgate and Hedworth","E36006727","Aged 25-29",25
"Harton","E36006728","Aged 16-24",50
"Harton","E36006728","Aged 25-29",35
"Hebburn North","E36006729","Aged 16-24",55
"Hebburn North","E36006729","Aged 25-29",35
"Hebburn South","E36006730","Aged 16-24",40
"Hebburn South","E36006730","Aged 25-29",25
"Horsley Hill","E36006731","Aged 16-24",50
"Horsley Hill","E36006731","Aged 25-29",45
"Monkton","E36006732","Aged 16-24",65
"Monkton","E36006732","Aged 25-29",40
"Primrose","E36006733","Aged 16-24",60
"Primrose","E36006733","Aged 25-29",50
"Simonside and Rekendyke","E36006734","Aged 16-24",120
"Simonside and Rekendyke","E36006734","Aged 25-29",70
"West Park","E36006735","Aged 16-24",50
"West Park","E36006735","Aged 25-29",30
"Westoe","E36006736","Aged 16-24",40
"Westoe","E36006736","Aged 25-29",25
"Whitburn and Marsden","E36006737","Aged 16-24",35
"Whitburn and Marsden","E36006737","Aged 25-29",20
"Whiteleas","E36006738","Aged 16-24",60
"Whiteleas","E36006738","Aged 25-29",35
"Barnes","E36006739","Aged 16-24",45
"Barnes","E36006739","Aged 25-29",30
"Castle","E36006740","Aged 16-24",85
"Castle","E36006740","Aged 25-29",55
"Copt Hill","E36006741","Aged 16-24",95
"Copt Hill","E36006741","Aged 25-29",40
"Doxford","E36006742","Aged 16-24",35
"Doxford","E36006742","Aged 25-29",20
"Fulwell","E36006743","Aged 16-24",25
"Fulwell","E36006743","Aged 25-29",15
"Hendon","E36006744","Aged 16-24",170
"Hendon","E36006744","Aged 25-29",135
"Hetton","E36006745","Aged 16-24",100
"Hetton","E36006745","Aged 25-29",75
"Houghton","E36006746","Aged 16-24",80
"Houghton","E36006746","Aged 25-29",40
"Millfield","E36006747","Aged 16-24",90
"Millfield","E36006747","Aged 25-29",75
"Pallion","E36006748","Aged 16-24",95
"Pallion","E36006748","Aged 25-29",75
"Redhill","E36006749","Aged 16-24",115
"Redhill","E36006749","Aged 25-29",70
"Ryhope","E36006750","Aged 16-24",55
"Ryhope","E36006750","Aged 25-29",35
"Sandhill","E36006751","Aged 16-24",110
"Sandhill","E36006751","Aged 25-29",70
"Shiney Row","E36006752","Aged 16-24",75
"Shiney Row","E36006752","Aged 25-29",55
"Silksworth","E36006753","Aged 16-24",70
"Silksworth","E36006753","Aged 25-29",45
"Southwick","E36006754","Aged 16-24",115
"Southwick","E36006754","Aged 25-29",80
"St Anne's","E36006755","Aged 16-24",85
"St Anne's","E36006755","Aged 25-29",45
"St Chad's","E36006756","Aged 16-24",35
"St Chad's","E36006756","Aged 25-29",35
"St Michael's","E36006757","Aged 16-24",50
"St Michael's","E36006757","Aged 25-29",15
"St Peter's","E36006758","Aged 16-24",35
"St Peter's","E36006758","Aged 25-29",30
"Washington Central","E36006759","Aged 16-24",55
"Washington Central","E36006759","Aged 25-29",35
"Washington East","E36006760","Aged 16-24",50
"Washington East","E36006760","Aged 25-29",30
"Washington North","E36006761","Aged 16-24",120
"Washington North","E36006761","Aged 25-29",80
"Washington South","E36006762","Aged 16-24",40
"Washington South","E36006762","Aged 25-29",30
"Washington West","E36006763","Aged 16-24",70
"Washington West","E36006763","Aged 25-29",30
"Audley","E36000156","Aged 16-24",65
"Audley","E36000156","Aged 25-29",35
"Bastwell","E36000157","Aged 16-24",55
"Bastwell","E36000157","Aged 25-29",25
"Beardwood with Lammack","E36000158","Aged 16-24",15
"Beardwood with Lammack","E36000158","Aged 25-29",0
"Corporation Park","E36000159","Aged 16-24",30
"Corporation Park","E36000159","Aged 25-29",35
"Earcroft","E36000160","Aged 16-24",35
"Earcroft","E36000160","Aged 25-29",15
"East Rural","E36000161","Aged 16-24",0
"East Rural","E36000161","Aged 25-29",0
"Ewood","E36000162","Aged 16-24",55
"Ewood","E36000162","Aged 25-29",40
"Fernhurst","E36000163","Aged 16-24",15
"Fernhurst","E36000163","Aged 25-29",0
"Higher Croft","E36000164","Aged 16-24",45
"Higher Croft","E36000164","Aged 25-29",35
"Little Harwood","E36000165","Aged 16-24",45
"Little Harwood","E36000165","Aged 25-29",20
"Livesey with Pleasington","E36000166","Aged 16-24",15
"Livesey with Pleasington","E36000166","Aged 25-29",10
"Marsh House","E36000167","Aged 16-24",15
"Marsh House","E36000167","Aged 25-29",15
"Meadowhead","E36000168","Aged 16-24",35
"Meadowhead","E36000168","Aged 25-29",25
"Mill Hill","E36000169","Aged 16-24",45
"Mill Hill","E36000169","Aged 25-29",55
"North Turton with Tockholes","E36000170","Aged 16-24",0
"North Turton with Tockholes","E36000170","Aged 25-29",5
"Queen's Park","E36000171","Aged 16-24",40
"Queen's Park","E36000171","Aged 25-29",35
"Roe Lee","E36000172","Aged 16-24",20
"Roe Lee","E36000172","Aged 25-29",10
"Shadsworth with Whitebirk","E36000173","Aged 16-24",75
"Shadsworth with Whitebirk","E36000173","Aged 25-29",60
"Shear Brow","E36000174","Aged 16-24",45
"Shear Brow","E36000174","Aged 25-29",25
"Sudell","E36000175","Aged 16-24",65
"Sudell","E36000175","Aged 25-29",45
"Sunnyhurst","E36000176","Aged 16-24",35
"Sunnyhurst","E36000176","Aged 25-29",25
"Wensley Fold","E36000177","Aged 16-24",80
"Wensley Fold","E36000177","Aged 25-29",60
"Whitehall","E36000178","Aged 16-24",10
"Whitehall","E36000178","Aged 25-29",5
"Anchorsholme","E36000179","Aged 16-24",10
"Anchorsholme","E36000179","Aged 25-29",15
"Bispham","E36000180","Aged 16-24",15
"Bispham","E36000180","Aged 25-29",5
"Bloomfield","E36000181","Aged 16-24",95
"Bloomfield","E36000181","Aged 25-29",85
"Brunswick","E36000182","Aged 16-24",60
"Brunswick","E36000182","Aged 25-29",55
"Claremont","E36000183","Aged 16-24",105
"Claremont","E36000183","Aged 25-29",85
"Clifton","E36000184","Aged 16-24",30
"Clifton","E36000184","Aged 25-29",25
"Greenlands","E36000185","Aged 16-24",20
"Greenlands","E36000185","Aged 25-29",20
"Hawes Side","E36000186","Aged 16-24",35
"Hawes Side","E36000186","Aged 25-29",25
"Highfield","E36000187","Aged 16-24",10
"Highfield","E36000187","Aged 25-29",15
"Ingthorpe","E36000188","Aged 16-24",30
"Ingthorpe","E36000188","Aged 25-29",25
"Layton","E36000189","Aged 16-24",30
"Layton","E36000189","Aged 25-29",25
"Marton","E36000190","Aged 16-24",10
"Marton","E36000190","Aged 25-29",15
"Norbreck","E36000191","Aged 16-24",5
"Norbreck","E36000191","Aged 25-29",5
"Park","E36000192","Aged 16-24",70
"Park","E36000192","Aged 25-29",40
"Squires Gate","E36000193","Aged 16-24",20
"Squires Gate","E36000193","Aged 25-29",10
"Stanley","E36000194","Aged 16-24",10
"Stanley","E36000194","Aged 25-29",10
"Talbot","E36000195","Aged 16-24",80
"Talbot","E36000195","Aged 25-29",70
"Tyldesley","E36000196","Aged 16-24",40
"Tyldesley","E36000196","Aged 25-29",20
"Victoria","E36000197","Aged 16-24",45
"Victoria","E36000197","Aged 25-29",30
"Warbreck","E36000198","Aged 16-24",35
"Warbreck","E36000198","Aged 25-29",20
"Waterloo","E36000199","Aged 16-24",55
"Waterloo","E36000199","Aged 25-29",60
"Alderley Edge","E36001193","Aged 16-24",5
"Alderley Edge","E36001193","Aged 25-29",5
"Alsager","E36001194","Aged 16-24",25
"Alsager","E36001194","Aged 25-29",15
"Audlem","E36001195","Aged 16-24",5
"Audlem","E36001195","Aged 25-29",5
"Bollington","E36001196","Aged 16-24",5
"Bollington","E36001196","Aged 25-29",5
"Brereton Rural","E36001197","Aged 16-24",10
"Brereton Rural","E36001197","Aged 25-29",5
"Broken Cross and Upton","E36001198","Aged 16-24",20
"Broken Cross and Upton","E36001198","Aged 25-29",20
"Bunbury","E36001199","Aged 16-24",5
"Bunbury","E36001199","Aged 25-29",5
"Chelford","E36001200","Aged 16-24",5
"Chelford","E36001200","Aged 25-29",0
"Congleton East","E36001201","Aged 16-24",30
"Congleton East","E36001201","Aged 25-29",20
"Congleton West","E36001202","Aged 16-24",20
"Congleton West","E36001202","Aged 25-29",10
"Crewe Central","E36001203","Aged 16-24",65
"Crewe Central","E36001203","Aged 25-29",50
"Crewe East","E36001204","Aged 16-24",65
"Crewe East","E36001204","Aged 25-29",40
"Crewe North","E36001205","Aged 16-24",10
"Crewe North","E36001205","Aged 25-29",15
"Crewe South","E36001206","Aged 16-24",55
"Crewe South","E36001206","Aged 25-29",50
"Crewe St Barnabas","E36001207","Aged 16-24",35
"Crewe St Barnabas","E36001207","Aged 25-29",30
"Crewe West","E36001208","Aged 16-24",45
"Crewe West","E36001208","Aged 25-29",30
"Dane Valley","E36001209","Aged 16-24",5
"Dane Valley","E36001209","Aged 25-29",0
"Disley","E36001210","Aged 16-24",5
"Disley","E36001210","Aged 25-29",5
"Gawsworth","E36001211","Aged 16-24",5
"Gawsworth","E36001211","Aged 25-29",5
"Handforth","E36001212","Aged 16-24",25
"Handforth","E36001212","Aged 25-29",15
"Haslington","E36001213","Aged 16-24",5
"Haslington","E36001213","Aged 25-29",5
"High Legh","E36001214","Aged 16-24",0
"High Legh","E36001214","Aged 25-29",5
"Knutsford","E36001215","Aged 16-24",15
"Knutsford","E36001215","Aged 25-29",15
"Leighton","E36001216","Aged 16-24",5
"Leighton","E36001216","Aged 25-29",10
"Macclesfield Central","E36001217","Aged 16-24",25
"Macclesfield Central","E36001217","Aged 25-29",25
"Macclesfield East","E36001218","Aged 16-24",10
"Macclesfield East","E36001218","Aged 25-29",10
"Macclesfield Hurdsfield","E36001219","Aged 16-24",15
"Macclesfield Hurdsfield","E36001219","Aged 25-29",10
"Macclesfield South","E36001220","Aged 16-24",30
"Macclesfield South","E36001220","Aged 25-29",20
"Macclesfield Tytherington","E36001221","Aged 16-24",10
"Macclesfield Tytherington","E36001221","Aged 25-29",5
"Macclesfield West and Ivy","E36001222","Aged 16-24",20
"Macclesfield West and Ivy","E36001222","Aged 25-29",15
"Middlewich","E36001223","Aged 16-24",30
"Middlewich","E36001223","Aged 25-29",15
"Mobberley","E36001224","Aged 16-24",5
"Mobberley","E36001224","Aged 25-29",0
"Nantwich North and West","E36001225","Aged 16-24",25
"Nantwich North and West","E36001225","Aged 25-29",10
"Nantwich South and Stapeley","E36001226","Aged 16-24",15
"Nantwich South and Stapeley","E36001226","Aged 25-29",5
"Odd Rode","E36001227","Aged 16-24",10
"Odd Rode","E36001227","Aged 25-29",10
"Poynton East and Pott Shrigley","E36001228","Aged 16-24",5
"Poynton East and Pott Shrigley","E36001228","Aged 25-29",5
"Poynton West and Adlington","E36001229","Aged 16-24",5
"Poynton West and Adlington","E36001229","Aged 25-29",0
"Prestbury","E36001230","Aged 16-24",0
"Prestbury","E36001230","Aged 25-29",0
"Sandbach Elworth","E36001231","Aged 16-24",10
"Sandbach Elworth","E36001231","Aged 25-29",0
"Sandbach Ettiley Heath and Wheelock","E36001232","Aged 16-24",10
"Sandbach Ettiley Heath and Wheelock","E36001232","Aged 25-29",10
"Sandbach Heath and East","E36001233","Aged 16-24",5
"Sandbach Heath and East","E36001233","Aged 25-29",5
"Sandbach Town","E36001234","Aged 16-24",5
"Sandbach Town","E36001234","Aged 25-29",5
"Shavington","E36001235","Aged 16-24",10
"Shavington","E36001235","Aged 25-29",0
"Sutton","E36001236","Aged 16-24",5
"Sutton","E36001236","Aged 25-29",5
"Willaston and Rope","E36001237","Aged 16-24",5
"Willaston and Rope","E36001237","Aged 25-29",5
"Wilmslow Dean Row","E36001238","Aged 16-24",0
"Wilmslow Dean Row","E36001238","Aged 25-29",0
"Wilmslow East","E36001239","Aged 16-24",0
"Wilmslow East","E36001239","Aged 25-29",0
"Wilmslow Lacey Green","E36001240","Aged 16-24",5
"Wilmslow Lacey Green","E36001240","Aged 25-29",5
"Wilmslow West and Chorley","E36001241","Aged 16-24",5
"Wilmslow West and Chorley","E36001241","Aged 25-29",0
"Wistaston","E36001242","Aged 16-24",5
"Wistaston","E36001242","Aged 25-29",5
"Wrenbury","E36001243","Aged 16-24",5
"Wrenbury","E36001243","Aged 25-29",5
"Wybunbury","E36001244","Aged 16-24",5
"Wybunbury","E36001244","Aged 25-29",0
"Blacon","E36001245","Aged 16-24",130
"Blacon","E36001245","Aged 25-29",80
"Boughton","E36001246","Aged 16-24",20
"Boughton","E36001246","Aged 25-29",15
"Chester City","E36001247","Aged 16-24",15
"Chester City","E36001247","Aged 25-29",20
"Chester Villages","E36001248","Aged 16-24",15
"Chester Villages","E36001248","Aged 25-29",5
"Davenham and Moulton","E36001249","Aged 16-24",15
"Davenham and Moulton","E36001249","Aged 25-29",15
"Dodleston and Huntington","E36001250","Aged 16-24",5
"Dodleston and Huntington","E36001250","Aged 25-29",5
"Ellesmere Port Town","E36001251","Aged 16-24",90
"Ellesmere Port Town","E36001251","Aged 25-29",65
"Elton","E36001252","Aged 16-24",10
"Elton","E36001252","Aged 25-29",5
"Farndon","E36001253","Aged 16-24",5
"Farndon","E36001253","Aged 25-29",0
"Frodsham","E36001254","Aged 16-24",15
"Frodsham","E36001254","Aged 25-29",10
"Garden Quarter","E36001255","Aged 16-24",30
"Garden Quarter","E36001255","Aged 25-29",10
"Gowy","E36001256","Aged 16-24",0
"Gowy","E36001256","Aged 25-29",5
"Grange","E36001257","Aged 16-24",45
"Grange","E36001257","Aged 25-29",25
"Great Boughton","E36001258","Aged 16-24",10
"Great Boughton","E36001258","Aged 25-29",5
"Handbridge Park","E36001259","Aged 16-24",10
"Handbridge Park","E36001259","Aged 25-29",10
"Hartford and Greenbank","E36001260","Aged 16-24",20
"Hartford and Greenbank","E36001260","Aged 25-29",5
"Helsby","E36001261","Aged 16-24",5
"Helsby","E36001261","Aged 25-29",5
"Hoole","E36001262","Aged 16-24",30
"Hoole","E36001262","Aged 25-29",15
"Kingsley","E36001263","Aged 16-24",0
"Kingsley","E36001263","Aged 25-29",5
"Lache","E36001264","Aged 16-24",30
"Lache","E36001264","Aged 25-29",25
"Ledsham and Manor","E36001265","Aged 16-24",5
"Ledsham and Manor","E36001265","Aged 25-29",5
"Little Neston and Burton","E36001266","Aged 16-24",10
"Little Neston and Burton","E36001266","Aged 25-29",10
"Malpas","E36001267","Aged 16-24",5
"Malpas","E36001267","Aged 25-29",0
"Marbury","E36001268","Aged 16-24",20
"Marbury","E36001268","Aged 25-29",10
"Neston","E36001269","Aged 16-24",15
"Neston","E36001269","Aged 25-29",10
"Netherpool","E36001270","Aged 16-24",25
"Netherpool","E36001270","Aged 25-29",15
"Newton","E36001271","Aged 16-24",25
"Newton","E36001271","Aged 25-29",10
"Parkgate","E36001272","Aged 16-24",0
"Parkgate","E36001272","Aged 25-29",0
"Rossmore","E36001273","Aged 16-24",40
"Rossmore","E36001273","Aged 25-29",40
"Saughall and Mollington","E36001274","Aged 16-24",5
"Saughall and Mollington","E36001274","Aged 25-29",0
"Shakerley","E36001275","Aged 16-24",10
"Shakerley","E36001275","Aged 25-29",0
"St Paul's","E36001276","Aged 16-24",40
"St Paul's","E36001276","Aged 25-29",40
"Strawberry","E36001277","Aged 16-24",5
"Strawberry","E36001277","Aged 25-29",0
"Sutton","E36001278","Aged 16-24",30
"Sutton","E36001278","Aged 25-29",15
"Tarporley","E36001279","Aged 16-24",0
"Tarporley","E36001279","Aged 25-29",0
"Tarvin and Kelsall","E36001280","Aged 16-24",5
"Tarvin and Kelsall","E36001280","Aged 25-29",5
"Tattenhall","E36001281","Aged 16-24",5
"Tattenhall","E36001281","Aged 25-29",0
"Upton","E36001282","Aged 16-24",25
"Upton","E36001282","Aged 25-29",15
"Weaver and Cuddington","E36001283","Aged 16-24",20
"Weaver and Cuddington","E36001283","Aged 25-29",20
"Whitby","E36001284","Aged 16-24",20
"Whitby","E36001284","Aged 25-29",5
"Willaston and Thornton","E36001285","Aged 16-24",0
"Willaston and Thornton","E36001285","Aged 25-29",0
"Winnington and Castle","E36001286","Aged 16-24",45
"Winnington and Castle","E36001286","Aged 25-29",35
"Winsford Over and Verdin","E36001287","Aged 16-24",85
"Winsford Over and Verdin","E36001287","Aged 25-29",50
"Winsford Swanlow and Dene","E36001288","Aged 16-24",40
"Winsford Swanlow and Dene","E36001288","Aged 25-29",30
"Winsford Wharton","E36001289","Aged 16-24",45
"Winsford Wharton","E36001289","Aged 25-29",35
"Witton and Rudheath","E36001290","Aged 16-24",25
"Witton and Rudheath","E36001290","Aged 25-29",15
"Appleton","E36000113","Aged 16-24",30
"Appleton","E36000113","Aged 25-29",35
"Beechwood","E36000114","Aged 16-24",5
"Beechwood","E36000114","Aged 25-29",5
"Birchfield","E36000115","Aged 16-24",15
"Birchfield","E36000115","Aged 25-29",0
"Broadheath","E36000116","Aged 16-24",20
"Broadheath","E36000116","Aged 25-29",20
"Daresbury","E36000117","Aged 16-24",5
"Daresbury","E36000117","Aged 25-29",5
"Ditton","E36000118","Aged 16-24",35
"Ditton","E36000118","Aged 25-29",35
"Farnworth","E36000119","Aged 16-24",15
"Farnworth","E36000119","Aged 25-29",5
"Grange","E36000120","Aged 16-24",65
"Grange","E36000120","Aged 25-29",35
"Hale","E36000121","Aged 16-24",0
"Hale","E36000121","Aged 25-29",0
"Halton Brook","E36000122","Aged 16-24",35
"Halton Brook","E36000122","Aged 25-29",35
"Halton Castle","E36000123","Aged 16-24",55
"Halton Castle","E36000123","Aged 25-29",25
"Halton Lea","E36000124","Aged 16-24",60
"Halton Lea","E36000124","Aged 25-29",35
"Halton View","E36000125","Aged 16-24",35
"Halton View","E36000125","Aged 25-29",25
"Heath","E36000126","Aged 16-24",15
"Heath","E36000126","Aged 25-29",10
"Hough Green","E36000127","Aged 16-24",50
"Hough Green","E36000127","Aged 25-29",35
"Kingsway","E36000128","Aged 16-24",50
"Kingsway","E36000128","Aged 25-29",30
"Mersey","E36000129","Aged 16-24",35
"Mersey","E36000129","Aged 25-29",35
"Norton North","E36000130","Aged 16-24",30
"Norton North","E36000130","Aged 25-29",15
"Norton South","E36000131","Aged 16-24",50
"Norton South","E36000131","Aged 25-29",30
"Riverside","E36000132","Aged 16-24",45
"Riverside","E36000132","Aged 25-29",35
"Windmill Hill","E36000133","Aged 16-24",25
"Windmill Hill","E36000133","Aged 25-29",15
"Appleton","E36000134","Aged 16-24",5
"Appleton","E36000134","Aged 25-29",5
"Bewsey and Whitecross","E36000135","Aged 16-24",65
"Bewsey and Whitecross","E36000135","Aged 25-29",75
"Birchwood","E36000136","Aged 16-24",35
"Birchwood","E36000136","Aged 25-29",20
"Burtonwood and Winwick","E36000137","Aged 16-24",15
"Burtonwood and Winwick","E36000137","Aged 25-29",10
"Culcheth, Glazebury and Croft","E36000138","Aged 16-24",15
"Culcheth, Glazebury and Croft","E36000138","Aged 25-29",5
"Fairfield and Howley","E36000139","Aged 16-24",70
"Fairfield and Howley","E36000139","Aged 25-29",60
"Grappenhall and Thelwall","E36000140","Aged 16-24",10
"Grappenhall and Thelwall","E36000140","Aged 25-29",5
"Great Sankey North","E36000141","Aged 16-24",15
"Great Sankey North","E36000141","Aged 25-29",5
"Great Sankey South","E36000142","Aged 16-24",30
"Great Sankey South","E36000142","Aged 25-29",10
"Hatton, Stretton and Walton","E36000143","Aged 16-24",5
"Hatton, Stretton and Walton","E36000143","Aged 25-29",0
