GEOGRAPHY_NAME,OBS_VALUE
Godalming Central and Ockford,5
Godalming Charterhouse,30
Godalming Farncombe and Catteshall,30
Godalming Holloway,5
Haslemere Critchmere and Shottermill,15
Haslemere East and Grayswood,10
Hindhead,15
Shamley Green and Cranleigh North,5
Witley and Hambledon,0
Brookwood,5
Byfleet,20
Goldsworth East,10
Goldsworth West,0
Hermitage and Knaphill South,5
Horsell East and Woodham,0
Horsell West,5
Kingfield and Westfield,15
Knaphill,15
Maybury and Sheerwater,5
Mayford and Sutton Green,5
Mount Hermon East,0
Mount Hermon West,5
Old Woking,10
Pyrford,15
St John's and Hook Heath,0
West Byfleet,55
Buckingham,30
Cokeham,5
Marine,5
Mash Barn,40
Peverel,5
Southlands,10
Southwick Green,10
Widewater,5
Aldwick East,15
Aldwick West,5
Angmering,5
Arundel,60
Barnham,0
Beach,20
Bersted,10
East Preston with Kingston,20
Felpham East,15
Felpham West,5
Ferring,10
Findon,15
Ham,35
Hotham,10
Middleton-on-Sea,10
Orchard,5
Pagham and Rose Green,75
Pevensey,10
Rustington East,20
Rustington West,60
Walberton,10
Wick with Toddington,10
Yapton,5
Bosham,30
Boxgrove,40
Bury,45
Chichester East,10
Chichester North,15
Chichester South,10
Chichester West,15
Easebourne,10
East Wittering,35
Fishbourne,10
Funtington,15
Harting,5
Lavant,30
Midhurst,30
North Mundham,20
Petworth,5
Plaistow,35
Rogate,20
Selsey North,10
Selsey South,5
Sidlesham,25
Southbourne,75
Stedham,5
Tangmere,15
West Wittering,10
Wisborough Green,10
Bewbush,15
Broadfield North,5
Broadfield South,55
Furnace Green,40
Gossops Green,45
Ifield,15
Langley Green,0
Maidenbower,5
Pound Hill North,15
Pound Hill South and Worth,10
Three Bridges,60
Tilgate,55
Billingshurst and Shipley,15
"Bramber, Upper Beeding and Woodmancote",15
Broadbridge Heath,20
Chanctonbury,30
Chantry,5
"Cowfold, Shermanbury and West Grinstead",45
Denne,10
Henfield,0
Holbrook East,10
Holbrook West,5
Horsham Park,50
"Itchingfield, Slinfold and Warnham",30
Nuthurst,20
Pulborough and Coldwatham,40
Roffey North,60
Roffey South,5
Rudgwick,5
Rusper and Colgate,45
Southwater,45
Steyning,15
Trafalgar,15
Ardingly and Balcombe,5
Ashurst Wood,5
Bolney,5
Burgess Hill Dunstall,0
Burgess Hill Franklands,10
Burgess Hill Leylands,15
Burgess Hill Meeds,15
Burgess Hill St Andrews,0
Burgess Hill Victoria,5
Copthorne and Worth,15
Crawley Down and Turners Hill,20
Cuckfield,5
East Grinstead Ashplats,10
East Grinstead Baldwins,20
East Grinstead Herontye,75
East Grinstead Imberhorne,5
East Grinstead Town,5
Hassocks,15
Haywards Heath Ashenground,20
Haywards Heath Bentswood,0
Haywards Heath Franklands,30
Haywards Heath Heath,35
Haywards Heath Lucastes,25
High Weald,25
Hurstpierpoint and Downs,5
Lindfield,0
Durrington,10
Gaisford,0
Heene,0
Northbrook,5
Offington,5
Salvington,5
Selden,5
Tarring,0
Bathavon North,0
Bathavon South,5
Bathavon West,0
Bathwick,5
Chew Valley North,5
Chew Valley South,5
Clutton,0
Combe Down,0
Farmborough,0
High Littleton,0
Keynsham East,5
Keynsham North,0
Keynsham South,5
Kingsmead,0
Lambridge,10
Lansdown,30
Lyncombe,20
Mendip,0
Midsomer Norton North,15
Midsomer Norton Redfield,0
Newbridge,30
Odd Down,40
Paulton,60
Peasedown,45
Publow and Whitchurch,55
Radstock,10
Saltford,15
Southdown,30
Timsbury,20
Twerton,15
Walcot,5
Westmoreland,20
Weston,25
Widcombe,5
Boscombe East,10
Boscombe West,15
East Cliff and Springbourne,35
East Southbourne and Tuckton,5
Kinson North,5
Kinson South,0
Littledown and Iford,25
Moordown,5
Redhill and Northbourne,10
Strouden Park,35
Talbot and Branksome Woods,30
Throop and Muscliff,5
Wallisdown and Winton West,35
West Southbourne,15
Westbourne and West Cliff,15
Winton East,35
Avonmouth,20
Bedminster,40
Bishopston,30
Bishopsworth,50
Brislington East,40
Brislington West,25
Cabot,90
Clifton East,80
Cotham,65
Eastville,20
Filwood,25
Frome Vale,20
Hartcliffe,15
Henbury,5
Hengrove,10
Henleaze,35
Hillfields,10
Horfield,25
Kingsweston,5
Lawrence Hill,75
Lockleaze,10
Redland,15
Southmead,100
Southville,75
St George East,60
St George West,30
Stockwood,5
Stoke Bishop,75
Westbury-on-Trym,25
Whitchurch Park,50
Altarnun,55
Bodmin Central,40
Bodmin East,35
Bodmin West,20
Breage,20
Bude North and Stratton,25
Bude South,15
Bugle,30
Callington,15
Camborne Central,5
Camborne North,10
Camborne South,10
Camborne West,5
Camelford,10
Carn Brea North,5
Carn Brea South,0
Chacewater and Kenwyn,20
Colan and Mawgan,5
Constantine,5
Falmouth Arwenack,5
Falmouth Boslowick,5
Falmouth Gyllyngvase,0
Falmouth Penwerris,10
Falmouth Trescobeas,5
Feock and Kea,10
Flexbury and Poughill,5
Fowey,20
Gulval and Heamoor,20
Gunnislake,15
Gwinear-Gwithian and St Erth,15
Hayle North,10
Hayle South,0
Helston Central,10
Helston North,0
Illogan,10
Kelly Bray,15
"Ladock, St Clement and St Erme",0
Lanivet,5
Launceston Central,25
Launceston North,0
Launceston South,5
Lelant and Carbis Bay,5
Liskeard Central,5
Liskeard North,5
Liskeard South and Dobwalls,5
Looe East,5
Looe West and Lansallos,5
Lostwithiel,10
Ludgvan,15
Mabe,20
Marazion,5
Menheniot,0
Mevagissey,10
Mount Charles,5
Mount Hawke and Portreath,0
Mullion,5
Newlyn and Goonhavern,5
Newlyn and Mousehole,20
Newquay Central,50
Newquay Pentire,15
Newquay Treloggan,15
Newquay Tretherras,30
Newquay Treviglas,5
Padstow,5
Pelynt,5
Penryn East and Mylor,10
Penryn West,10
Penwithick,10
Penzance Central,0
Penzance East,0
Penzance Promenade,5
Perranporth,0
Porthleven and Helston South,0
Poundstock,5
Probus,10
Rame,0
Redruth Central,0
Redruth North,0
Redruth South,5
Roche,5
Roseland,0
Saltash Burraton,5
Saltash Essa,20
Saltash Pill,25
Saltash St Stephens,5
St Agnes,25
St Austell Bay,15
St Austell Bethel,20
St Austell Gover,15
St Austell Poltair,15
St Blaise,15
St Buryan,15
St Cleer,10
St Columb,10
St Day and Lanner,15
St Dennis,20
St Endellion,5
St Enoder,5
St Germans,30
St Issey,10
St Ive,25
St Ives North,0
St Just in Penwith,0
St Keverne and Meneage,5
St Mewan,0
St Teath,0
Stithians,5
Stokeclimsland,10
Threemilestone and Gloweth,0
Tintagel,5
Torpoint East,0
Torpoint West,5
Troon and Beacon,5
Truro Boscawen,0
Truro Moresk,20
Truro Tregolls,10
Truro Trehaverne,10
Tywardreath,10
Wadebridge East,0
Wadebridge West,0
Wendron,0
"Bryher,St. Agnes,St. Martin's,St. Mary's,Tresco",5
Backwell,5
Banwell and Winscombe,0
Blagdon and Churchill,5
Clevedon Central,0
Clevedon East,0
Clevedon North,5
Clevedon South,5
Clevedon Walton,10
Clevedon West,5
Clevedon Yeo,0
Congresbury,0
Easton-in-Gordano,0
Gordano,15
Hutton and Locking,15
Kewstoke,5
Nailsea East,5
Nailsea North and West,10
Pill,10
Portishead Central,0
Portishead Coast,10
Portishead East,5
Portishead Redcliffe Bay,0
Portishead South and North Weston,0
Portishead West,15
Weston-super-Mare Central,5
Weston-super-Mare Clarence and Uphill,10
Weston-super-Mare East,5
Weston-super-Mare Milton and Old Worle,10
Weston-super-Mare North Worle,5
Weston-super-Mare South,5
Weston-super-Mare South Worle,5
Weston-super-Mare West,0
Winford,5
Wraxall and Long Ashton,5
Wrington,0
Yatton,10
Budshead,5
Devonport,10
Drake,5
Efford and Lipson,15
Eggbuckland,5
Honicknowle,0
Moor View,5
Peverell,0
Plympton Chaddlewood,5
Plympton Erle,0
Plympton St Mary,15
Plymstock Dunstone,5
Plymstock Radford,5
Southway,0
St Budeaux,5
St Peter and the Waterfront,15
Sutton and Mount Gould,0
Alderney,10
Branksome East,5
Branksome West,5
Broadstone,0
Canford Cliffs,0
Canford Heath East,0
Canford Heath West,5
Creekmoor,5
Hamworthy East,5
Hamworthy West,15
Merley and Bearwood,10
Oakdale,5
Parkstone,15
Penn Hill,5
Poole Town,0
Almondsbury,5
Bitton,5
Boyd Valley,0
Bradley Stoke Central and Stoke Lodge,5
Bradley Stoke North,10
Bradley Stoke South,5
Charfield,5
Chipping Sodbury,5
Cotswold Edge,5
Dodington,5
Downend,10
Emersons Green,0
Filton,0
Frampton Cotterell,5
Frenchay and Stoke Park,0
Hanham,5
Kings Chase,5
Ladden Brook,15
Longwell Green,5
Oldland Common,5
Parkwall,5
Patchway,5
Pilning and Severn Beach,0
Rodway,0
Severn,15
Siston,5
Staple Hill,10
Stoke Gifford,5
Thornbury North,5
Thornbury South and Alveston,10
Westerleigh,5
Winterbourne,5
Yate Central,15
Yate North,5
Abbey Meads,5
Blunsdon,5
Covingham and Nythe,10
Dorcan,10
Eastcott,5
Freshbrook and Grange Park,5
Gorse Hill and Pinehurst,5
Haydon Wick,5
Highworth,30
Moredon,15
Old Town and Lawn,0
Parks,0
Shaw and Nine Elms,5
St Margaret,5
St Philip,0
Toothill and Westlea,5
Western,5
Wroughton and Chiseldon,5
Berry Head-with-Furzeham,15
Blatchcombe,10
Churston-with-Galmpton,0
Clifton-with-Maidenway,15
Cockington-with-Chelston,5
Ellacombe,0
Goodrington-with-Roselands,5
Roundham-with-Hyde,5
Shiphay-with-the-Willows,0
St Marychurch,5
St Mary's-with-Summercombe,0
Tormohun,0
Watcombe,0
Wellswood,0
Aldbourne and Ramsbury,0
Alderbury and Whiteparish,5
Amesbury East,5
Amesbury West,0
Bourne and Woodford Valley,0
Box and Colerne,10
Bradford-on-Avon North,20
Bradford-on-Avon South,5
Brinkworth,0
"Bromham, Rowde and Potterne",0
"Bulford, Allington and Figheldean",10
Burbage and the Bedwyns,0
By Brook,10
Calne Central,10
Calne Chilvester and Abberd,5
Calne North,15
Calne Rural,5
Calne South and Cherhill,5
Chippenham Cepen Park and Derriads,0
Chippenham Cepen Park and Redlands,10
Chippenham Hardenhuish,20
Chippenham Hardens and England,5
Chippenham Lowden and Rowden,15
Chippenham Monkton,25
Chippenham Pewsham,10
Chippenham Queens and Sheldon,5
Corsham Pickwick,0
Corsham Town,0
Corsham Without and Box Hill,5
Cricklade and Latton,5
Devizes and Roundway South,15
Devizes East,10
Devizes North,10
Downton and Ebble Valley,5
Durrington and Larkhill,10
Ethandune,5
Fovant and Chalke Valley,15
Hilperton,5
Holt and Staverton,0
Kington,10
"Laverstock, Ford and Old Sarum",0
Ludgershall and Perham Down,10
Lyneham,5
Malmesbury,0
Marlborough East,5
Marlborough West,5
Melksham Central,10
Melksham North,20
Melksham South,10
Melksham Without North,5
Melksham Without South,10
Mere,5
Minety,5
Nadder and East Knoyle,15
Pewsey,20
Pewsey Vale,30
Purton,20
Redlynch and Landford,5
Roundway,5
Salisbury Bemerton,0
Salisbury Fisherton and Bemerton Village,5
Salisbury Harnham,5
Salisbury St Edmund and Milford,5
Salisbury St Francis and Stratford,5
Salisbury St Mark's and Bishopdown,5
Salisbury St Martin's and Cathedral,5
Salisbury St Paul's,10
Sherston,0
Summerham and Seend,10
The Collingbournes and Netheravon,0
The Lavingtons and Erlestoke,5
Tidworth,15
Till and Wylye Valley,5
Tisbury,0
Trowbridge Adcroft,5
Trowbridge Central,5
Trowbridge Drynham,0
Trowbridge Grove,0
Trowbridge Lambrok,0
Trowbridge Park,5
Trowbridge Paxcroft,5
Urchfont and The Cannings,0
Warminster Broadway,0
Warminster Copheap and Wylye,5
Warminster East,10
Warminster West,10
Warminster Without,5
West Selkley,0
Westbury East,10
Westbury North,5
Westbury West,0
Wilton and Lower Wylye Valley,15
Winsley and Westwood,5
Winterslow,0
Wootton Bassett East,0
Wootton Bassett North,0
Wootton Bassett South,5
Axminster Rural,0
Axminster Town,0
Beer and Branscombe,0
Broadclyst,0
Budleigh,0
Clyst Valley,0
Coly Valley,5
Dunkeswell,5
Exe Valley,5
Exmouth Brixington,5
Exmouth Halsdon,5
Exmouth Littleham,5
Exmouth Town,5
Exmouth Withycombe Raleigh,5
Feniton and Buckerell,0
Honiton St Michael's,5
Honiton St Paul's,5
Newbridges,5
Newton Poppleford and Harpford,5
Otterhead,0
Ottery St Mary Rural,0
Ottery St Mary Town,5
Raleigh,5
Sidmouth Rural,10
Sidmouth Sidford,0
Sidmouth Town,0
Tale Vale,0
Whimple,5
Woodbury and Lympstone,5
Yarty,5
Alphington,10
Cowick,0
Duryard,5
Exwick,15
Heavitree,15
Mincinglake,30
Pennsylvania,0
Pinhoe,0
Polsloe,5
St Loyes,5
Topsham,0
Whipton & Barton,0
Boniface,0
Bradninch,5
Cadbury,10
Canonsleigh,10
Clare and Shuttern,15
Cranmore,10
Cullompton North,5
Cullompton Outer,10
Cullompton South,20
Halberton,20
Lawrence,15
Lower Culm,10
Lowman,15
Newbrooke,10
Sandford and Creedy,15
Silverton,0
Taw,5
Taw Vale,10
Upper Culm,0
Upper Yeo,10
Way,15
Westexe,25
Yeo,15
Bickington and Roundswell,10
Bishop's Nympton,5
Bratton Fleming,5
Braunton East,5
Braunton West,5
Central Town,35
Chittlehampton,10
Chulmleigh,25
Combe Martin,5
Forches and Whiddon Valley,25
Fremington,10
Georgeham and Mortehoe,20
Heanton Punchardon,20
Ilfracombe Central,5
Ilfracombe East,15
Ilfracombe West,0
Instow,15
"Landkey, Swimbridge and Taw",15
Lynton and Lynmouth,5
Marwood,0
North Molton,0
Pilton,30
South Molton,15
Witheridge,20
Yeo Valley,5
Allington and Loddiswell,5
Avon and Harbourne,0
Bickleigh and Shaugh,15
Charterlands,0
Cornwood and Sparkwell,5
Dartington,5
Dartmouth and Kingswear,0
Dartmouth Townstal,5
East Dart,10
Eastmoor,5
Erme Valley,10
Ivybridge Central,5
Ivybridge Filham,0
Ivybridge Woodlands,10
Kingsbridge East,5
Kingsbridge North,5
Marldon,20
Newton and Noss,0
Salcombe and Malborough,5
Saltstone,5
Skerries,5
South Brent,0
Stokenham,35
Thurlestone,25
Totnes Bridgetown,25
Totnes Town,5
Wembury and Brixton,10
West Dart,30
Westville and Alvington,25
Yealmpton,5
Ambrook,15
Ashburton and Buckfastleigh,10
Bishopsteignton,10
Bovey,25
Buckland and Milber,20
Bushell,15
Chudleigh,35
Dawlish Central and North East,10
Dawlish South West,5
Haytor,5
Ipplepen,5
Kenn Valley,15
Kenton with Starcross,5
Kerswell-with-Combe,10
Kingsteignton East,0
Kingsteignton West,5
Shaldon and Stokeinteignhead,5
Teign Valley,10
Teignbridge North,35
Teignmouth Central,5
Teignmouth East,5
Teignmouth West,5
Appledore,10
Bideford East,10
Bideford North,5
Bideford South,0
Clinton,10
Clovelly Bay,5
Coham Bridge,0
Hartland and Bradworthy,5
Holsworthy,0
Kenwith,5
Monkleigh and Littleham,10
Northam,5
Orchard Hill,0
Shebbear and Langtree,10
Tamarside,5
Three Moors,10
Torrington,0
Waldon,5
Westward Ho!,5
Winkleigh,10
Bere Ferrers,5
Bridestowe,0
Buckland Monachorum,0
Burrator,10
Chagford,5
Drewsteignton,5
Exbourne,10
Hatherleigh,5
Lew Valley,5
Lydford,5
Mary Tavy,0
Milton Ford,10
North Tawton,5
Okehampton East,20
Okehampton West,20
South Tawton,45
Tavistock North,15
Tavistock South,30
Tavistock South West,15
Thrushel,45
Walkham,10
Burton and Winkton,25
Highcliffe,10
Jumpers,20
Mudeford and Friars Cliff,30
North Highcliffe and Walkford,20
Portfield,20
Purewell and Stanpit,5
St Catherine's and Hurn,0
West Highcliffe,0
Alderholt,0
Ameysford,0
Colehill East,0
Colehill West,0
Corfe Mullen Central,15
Corfe Mullen North,0
Corfe Mullen South,5
Crane,5
Ferndown Central,10
Ferndown Links,15
Handley Vale,15
Longham,5
Parley,5
St Leonards and St Ives East,5
St Leonards and St Ives West,5
Stapehill,10
Three Cross and Potterne,10
Verwood Dewlands,5
Verwood Newtown,25
Verwood Stephen's Castle,15
West Moors,15
Wimborne Minster,15
Blackmore,5
Blandford Damory Down,20
Blandford Hilltop,5
Blandford Langton St Leonards,20
Blandford Old Town,0
Blandford Station,50
Bourton and District,15
Bulbarrow,15
Cranborne Chase,15
Gillingham Town,10
Hill Forts,15
Lodbourne,30
Lydden Vale,40
Marnhull,50
Motcombe and Ham,70
Portman,10
Riversdale,45
Shaftesbury Central,55
Shaftesbury Christy's,5
Shaftesbury Grosvenor,10
Shaftesbury Underhill,35
Stour Valley,20
The Beacon,35
The Lower Tarrants,15
The Stours,15
Bere Regis,25
Creech Barrow,20
Langton,30
Lytchett Matravers,40
Lytchett Minster and Upton East,60
Lytchett Minster and Upton West,45
St. Martin,25
Swanage North,30
Swanage South,55
Wareham,35
West Purbeck,20
Winfrith,45
Wool,15
Beaminster,5
Bradford Abbas,10
Bradpole,50
Bridport North,40
Bridport South and Bothenhampton,90
Broadmayne,30
Broadwindsor,65
Burton Bradstock,40
Cam Vale,25
Charminster and Cerne Valley,5
Charmouth,50
Chesil Bank,35
Chickerell,45
Chideock and Symondsbury,40
Dorchester East,145
Dorchester North,65
Dorchester South,15
Dorchester West,65
Frome Valley,40
Halstock,35
Loders,40
Lyme Regis,30
Maiden Newton,10
Marshwood Vale,5
Netherbury,65
Owermoigne,60
Piddle Valley,5
Puddletown,30
Queen Thorne,20
Sherborne East,25
Sherborne West,5
Winterborne St Martin,20
Yetminster,10
Melcombe Regis,20
Radipole,15
Tophill East,30
Tophill West,15
Upwey and Broadwey,20
Westham East,25
Westham North,15
Westham West,25
Wey Valley,35
Weymouth East,5
Weymouth West,10
Wyke Regis,5
Battledown,10
Benhall and The Reddings,10
Charlton Kings,5
Charlton Park,30
Hesters Way,10
Leckhampton,5
Pittville,5
Springbank,5
Swindon Village,10
Up Hatherley,10
Warden Hill,5
Ampney-Coln,15
Avening,15
Beacon-Stow,10
Blockley,10
Bourton-on-the-Water,0
Campden-Vale,5
Chedworth,10
Churn Valley,5
Cirencester Beeches,15
Cirencester Chesterton,10
Cirencester Park,25
Cirencester Stratton-Whiteway,10
Cirencester Watermoor,40
Ermin,10
Fairford,20
Fosseridge,5
Grumbolds Ash,5
Kempsford-Lechlade,15
Moreton-in-Marsh,0
Northleach,5
Rissingtons,5
Riversmeet,5
Sandywell,0
Tetbury,25
Thames Head,10
Three Rivers,10
Water Park,10
"Alvington, Aylburton and West Lydney",10
Awre,30
Blaisdon and Longhope,15
Bream,15
Bromesberrow and Dymock,5
Christchurch and English Bicknor,5
Churcham and Huntley,5
Cinderford East,5
Cinderford West,15
Coleford Central,25
Coleford East,15
Hartpury,15
Hewelsfield and Woolaston,25
Littledean and Ruspidge,20
Lydbrook and Ruardean,10
Lydney East,10
Lydney North,5
Mitcheldean and Drybrook,5
Newent Central,10
Newland and St Briavels,10
Newnham and Westbury,25
Oxenhall and Newent North East,25
Pillowell,10
Redmarley,5
Tibberton,5
Tidenham,15
Barnwood,10
Barton and Tredworth,10
Elmbridge,5
Hucclecote,5
Kingsholm and Wotton,20
Longlevens,15
Matson and Robinswood,20
Moreland,15
Podsmead,5
Quedgeley Fieldcourt,10
Quedgeley Severn Vale,5
Tuffley,20
Amberley and Woodchester,15
Berkeley,0
Cainscross,10
Cam East,5
Cam West,0
Chalford,10
Coaley and Uley,5
Dursley,5
Eastington and Standish,10
Farmhill and Paganhill,5
Hardwicke,5
Minchinhampton,15
Nailsworth,5
Painswick,5
"Randwick, Whiteshill and Ruscombe",5
Rodborough,10
Stonehouse,5
The Stanleys,15
Thrupp,15
Uplands,30
Upton St Leonards,10
Wotton-under-Edge,5
Ashchurch with Walton Cardiff,30
Badgeworth,5
Brockworth,0
Churchdown Brookfield,5
Churchdown St John's,10
Cleeve Grange,10
Cleeve Hill,0
Cleeve St Michael's,5
Cleeve West,25
Highnam with Haw Bridge,0
Innsworth with Down Hatherley,5
Isbourne,5
Northway,0
Oxenton Hill,5
Shurdington,0
Tewkesbury Newtown,5
Tewkesbury Prior's Park,0
Tewkesbury Town with Mitton,10
Twyning,0
Winchcombe,0
Ammerdown,10
"Ashwick, Chilcompton and Stratton",10
Beckington and Selwood,5
Butleigh and Baltonsborough,15
Chewton Mendip and Ston Easton,5
Coleford and Holcombe,5
"Cranmore, Doulting and Nunney",0
Creech,0
Croscombe and Pilton,0
Frome Berkley Down,5
Frome College,10
Frome Keyford,60
Frome Market,35
Frome Oakfield,50
Frome Park,25
Glastonbury St Benedict's,20
Glastonbury St Edmund's,105
Glastonbury St John's,25
Glastonbury St Mary's,30
Postlebury,0
Rode and Norton St Philip,15
Rodney and Westbury,0
Shepton East,20
Shepton West,60
St Cuthbert Out North,40
Street North,110
Street South,55
Street West,100
The Pennards and Ditcheat,20
Wells Central,75
Wells St Cuthbert's,85
Wells St Thomas',25
Wookey and St Cuthbert Out West,20
Axevale,10
Berrow,15
Bridgwater Dunwear,20
Bridgwater Eastover,20
Bridgwater Fairfax,20
Bridgwater Hamp,50
Bridgwater Victoria,85
Bridgwater Westover,170
Bridgwater Wyndham,75
Burnham Central,105
Burnham North,40
Cannington and Wembdon,10
Cheddar and Shipham,15
East Polden,5
Highbridge and Burnham Marine,5
Huntspill and Pawlett,10
King's Isle,10
Knoll,30
North Petherton,20
Puriton and Woolavington,30
Quantocks,15
Wedmore and Mark,35
West Polden,20
Blackdown,15
Blackmoor Vale,20
Bruton,40
Brympton,5
Burrow Hill,5
Camelot,10
Cary,10
Chard Avishayes,0
Chard Combe,5
Chard Crimchard,5
Chard Holyrood,5
Chard Jocelyn,5
Coker,15
Crewkerne,10
Curry Rivel,20
Eggwood,35
Hamdon,10
Ilminster,20
Islemoor,15
Ivelchester,35
Langport and Huish,5
Martock,10
Milborne Port,10
Neroche,20
Northstone,35
Parrett,5
South Petherton,20
Tatworth and Forton,0
Tower,15
Turn Hill,25
Wessex,25
Wincanton,5
Windwhistle,10
Yeovil Central,5
Yeovil East,10
Yeovil South,30
Yeovil West,30
Yeovil Without,20
Bishop's Hull,35
Bishop's Lydeard,5
Bradford-on-Tone,40
Comeytrowe,20
Milverton and North Deane,30
Monument,50
North Curry and Stoke St Gregory,20
Norton Fitzwarren,50
Ruishton and Creech,15
Staplegrove,20
Taunton Blackbrook and Holway,30
Taunton Eastgate,45
Taunton Fairwater,60
Taunton Halcon,65
Taunton Killams and Mountfield,0
Taunton Lyngford,15
Taunton Manor and Wilton,15
Taunton Pyrland and Rowbarton,25
Trull,25
Wellington East,50
Wellington North,25
Wellington Rockwell Green and West,15
West Monkton,15
Wiveliscombe and West Deane,45
Alcombe,5
Brendon Hills,20
Carhampton and Withycombe,30
Crowcombe and Stogumber,50
Dulverton and District,5
Dunster and Timberscombe,20
Greater Exmoor,45
Minehead Central,20
Minehead North,35
Minehead South,20
Old Cleeve,85
Porlock and District,35
Quantock Vale,20
Watchet,5
West Quantock,0
Williton,15
"Aberffraw,Rhosneigr",15
Amlwch Port,5
Amlwch Rural,5
Beaumaris,5
Bodffordd,10
Bodorgan,5
Braint,15
Bryngwran,5
Brynteg,5
Cadnant,5
Cefni,10
Cwm Cadnant,20
Cyngar,15
Gwyngyll,5
Holyhead Town,5
Kingsland,10
Llanbadrig,10
Llanbedrgoch,20
Llanddyfnan,20
Llaneilian,25
Llanfaethlu,10
Llanfair-yn-Neubwll,5
Llanfihangel Ysgeifiog,15
Llangoed,15
Llanidan,10
Llannerch-y-medd,10
London Road,5
Maeshyfryd,5
Mechell,10
Moelfre,30
Morawelon,10
Parc a'r Mynydd,5
Pentraeth,15
Porthyfelin,0
Rhosyr,10
Trearddur,5
Tudur,5
Tysilio,20
"Aberdaron,Botwnnog,Tudweiliog",15
Aberdovey,0
Abererch,10
Abermaw,5
"Abersoch,Llanengan",0
Arllechwedd,10
"Bala,Llanuwchllyn",5
Bethel,10
Bontnewydd,5
Bowydd and Rhiw,10
Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,5
"Bryn-crug/Llanfihangel,Llangelynin",5
"Clynnog,Llanllyfni",5
Corris/Mawddwy,10
Criccieth,5
"Cwm-y-Glo,Llanrug",10
Deiniol,5
Deiniolen,20
Dewi,45
Diffwys and Maenofferen,10
Dolbenmaen,5
Dolgellau North,15
Dolgellau South,5
Dyffryn Ardudwy,10
Efail-newydd/Buan,20
"Garth,Menai (Bangor)",15
Gerlan,5
Glyder,5
Groeslon,10
Harlech,5
Hendre,5
Hirael,15
Llanaelhaearn,5
Llanbedr,5
Llanbedrog,20
Llanberis,20
Llandderfel,5
Llanwnda,10
Llanystumdwy,20
Marchog,15
Menai (Caernarfon),10
Morfa Nefyn,5
Nefyn,5
Ogwen,5
Peblig (Caernarfon),15
Penisarwaun,10
Penrhyndeudraeth,5
Pentir,0
Penygroes,5
Porthmadog East,15
Porthmadog West,25
Porthmadog-Tremadog,10
Pwllheli North,0
Pwllheli South,5
Seiont,5
Talysarn,10
Teigl,15
Trawsfynydd,5
Tregarth & Mynydd Llandygai,10
Tywyn,0
Waunfawr,10
Y Felinheli,5
Abergele Pensarn,5
Betws yn Rhos,15
Betws-y-Coed,0
Caerhun,5
Capelulo,5
Colwyn,5
Conwy,15
Craig-y-Don,15
Crwst,20
Deganwy,5
Eglwysbach,25
Eirias,10
Gele,0
Glyn,5
Gogarth,0
Gower,0
Kinmel Bay,5
Llanddulas,5
Llandrillo yn Rhos,5
Llangernyw,5
Llansanffraid,10
Llansannan,0
Llysfaen,5
Marl,0
Mochdre,0
Mostyn,0
Pandy,0
Pant-yr-afon/Penmaenan,15
Penrhyn,15
Pensarn,5
Pentre Mawr,10
Rhiw,10
Towyn,15
Trefriw,15
Tudno,5
Uwch Conwy,15
Uwchaled,10
Bodelwyddan,25
Corwen,55
Denbigh Central,10
Denbigh Lower,0
Denbigh Upper/Henllan,5
Dyserth,20
Efenechtyd,15
Llanarmon-yn-Ial/Llandegla,20
Llanbedr Dyffryn Clwyd/Llangynhafal,10
Llandrillo,5
Llandyrnog,0
Llanfair Dyffryn Clwyd/Gwyddelwern,5
Llangollen,10
Llanrhaeadr-yng-Nghinmeirch,0
Prestatyn Central,15
Prestatyn East,5
Prestatyn Meliden,5
Prestatyn North,5
Prestatyn South West,0
Rhuddlan,10
Rhyl East,5
Rhyl South,25
Rhyl South East,0
Rhyl South West,0
Rhyl West,0
Ruthin,0
St. Asaph East,15
St. Asaph West,5
Trefnant,5
Tremeirchion,0
Argoed,15
Bagillt East,5
Bagillt West,10
Broughton North East,0
Broughton South,0
Brynford,5
Buckley Bistre East,5
Buckley Bistre West,30
Buckley Mountain,0
Buckley Pentrobin,5
Caergwrle,5
Caerwys,20
Cilcain,10
Connah's Quay Central,0
Connah's Quay Golftyn,5
Connah's Quay South,25
Connah's Quay Wepre,5
Ewloe,10
Ffynnongroyw,0
Flint Castle,10
Flint Coleshill,10
Flint Oakenholt,0
Flint Trelawny,5
Gronant,20
Gwernaffield,0
Gwernymynydd,5
Halkyn,15
Hawarden,5
Higher Kinnerton,15
Holywell Central,0
Holywell East,0
Holywell West,5
Hope,0
Leeswood,5
Llanfynydd,0
Mancot,0
Mold Broncoed,5
Mold East,0
Mold South,0
Mold West,5
Northop,10
Northop Hall,10
Penyffordd,5
Queensferry,0
Saltney Mold Junction,5
Saltney Stonebridge,5
Sealand,5
Shotton East,0
Shotton Higher,0
Shotton West,5
Trelawnyd and Gwaenysgor,5
Treuddyn,0
Acton,0
Borras Park,15
Bronington,5
Brymbo,5
Bryn Cefn,0
Brynyffynnon,0
Cartrefle,0
Cefn,10
Chirk North,10
Chirk South,0
Coedpoeth,15
Dyffryn Ceiriog/Ceiriog Valley,10
Erddig,15
Esclusham,40
Garden Village,10
Gresford East and West,20
Grosvenor,15
Gwenfro,10
Gwersyllt East and South,5
Gwersyllt North,0
