E05001465,95
E05001466,105
E05001467,90
E05001468,25
E05001469,30
E05001470,70
E05001471,60
E05001472,25
E05001473,35
E05001474,80
E05001475,30
E05001476,60
E05001477,35
E05001479,30
E05001478,70
E05001480,130
E05001481,35
E05001482,25
E05001483,80
E05001484,85
E05001485,65
E05001486,15
E05001487,75
E05001488,30
E05001489,160
E05001490,70
E05001491,35
E05001492,75
E05001493,45
E05001495,10
E05001496,15
E05001497,90
E05001494,115
E05001498,50
E05001499,95
E05001500,40
E05001501,80
E05001502,20
E05001503,140
E05001504,115
E05001505,75
E05001506,100
E05001507,65
E05001508,95
E05001509,115
E05001510,85
E05001511,70
E05001512,75
E05001513,55
E05001514,80
E05001515,35
E05001516,70
E05001517,40
E05001518,30
E05001520,25
E05001521,85
E05001522,80
E05001519,50
E05001523,115
E05001524,25
E05001525,40
E05001526,30
E05001527,85
E05001528,65
E05001529,35
E05001530,60
E05001531,35
E05001532,80
E05001533,50
E05001534,35
E05001535,40
E05001536,75
E05001537,30
E05001538,70
E05001539,60
E05001540,145
E05001541,120
E05001542,55
E05001543,60
E05001544,75
E05001545,40
E05001546,130
E05001547,80
E05001548,60
E05001549,160
E05001550,65
E05001551,55
E05001552,85
E05001553,85
E05001554,130
E05001555,20
E05001556,45
E05001557,40
E05001558,80
E05001559,10
E05001560,20
E05001561,90
E05001562,25
E05001563,45
E05001564,20
E05001565,15
E05001566,35
E05001567,105
E05001568,40
E05001569,20
E05001570,40
E05001571,100
E05001572,85
E05001573,75
E05001574,35
E05001575,60
E05001576,110
E05001577,60
E05001578,10
E05001579,35
E05001580,50
E05001582,5
E05001583,40
E05001584,65
E05001585,135
E05001586,0
E05001587,75
E05001581,80
E05001588,100
E05001589,40
E05001590,70
E05001591,100
E05001592,60
E05001593,50
E05001594,35
E05001595,85
E05001596,45
E05001597,35
E05001598,30
E05001599,75
E05001600,40
E05001601,25
E05001602,25
E05001603,80
E05001604,20
E05001605,15
E05001606,40
E05001607,20
E05001608,85
E05001609,20
E05001610,40
E05001611,65
E05001612,20
E05001613,70
E05001614,45
E05001615,20
E05001616,25
E05001617,50
E05001618,15
E05001619,40
E05001620,70
E05001621,60
E05001622,25
E05001623,35
E05001624,40
E05001625,55
E05001626,75
E05001627,20
E05001628,85
E05001629,70
E05001630,20
E05001631,15
E05001632,50
E05001633,50
E05001634,5
E05001635,50
E05001636,35
E05001637,105
E05001638,50
E05001639,70
E05001640,35
E05001641,85
E05001642,10
E05001643,15
E05001644,15
E05001645,110
E05001646,65
E05001647,110
E05001648,40
E05001649,45
E05001650,40
E05001651,20
E05001652,35
E05001653,30
E05001654,15
E05001655,10
E05001656,75
E05001657,30
E05001658,15
E05001659,115
E05001660,80
E05001661,75
E05001662,70
E05001663,105
E05001664,95
E05001665,25
E05001666,60
E05001667,115
E05001668,120
E05001669,40
E05001670,55
E05001671,100
E05001672,45
E05001673,55
E05001674,60
E05001675,150
E05001676,140
E05001677,205
E05001678,100
E05001679,95
E05001680,160
E05001681,105
E05001683,115
E05001684,55
E05001682,125
E05001685,60
E05001686,65
E05001687,30
E05001688,50
E05001689,30
E05001690,170
E05001691,15
E05001692,25
E05001693,30
E05001694,125
E05001695,80
E05001696,40
E05001697,100
E05001698,80
E05001699,20
E05001700,95
E05001701,60
E05001702,85
E05001703,125
E05001704,35
E05001706,30
E05001707,75
E05001708,35
E05001709,60
E05001705,65
E05001710,65
E05001711,50
E05001712,25
E05001713,125
E05001714,225
E05001715,55
E05001716,75
E05001717,145
E05001718,55
E05001719,115
E05001720,55
E05001721,45
E05001722,120
E05001723,190
E05001724,30
E05001725,115
E05001726,15
E05001727,85
E05001728,90
E05001729,110
E05001730,75
E05001731,135
E05001732,80
E05001733,30
E05001734,75
E05001735,35
E05001736,235
E05001737,55
E05001738,95
E05001739,140
E05001740,55
E05001741,115
E05001742,80
E05001743,25
E05001744,120
E05001745,20
E05001746,55
E05001747,55
E05001748,110
E05001749,70
E05001750,15
E05001751,15
E05001752,90
E05001753,105
E05001754,65
E05001755,70
E05001756,15
E05001757,60
E05001758,80
E05001759,45
E05001760,25
E05001761,55
E05001762,25
E05001763,50
E05001764,5
E05001765,60
E05001766,20
E05001767,120
E05001768,95
E05001769,100
E05001770,180
E05001771,65
E05001772,125
E05001773,75
E05001774,55
E05001775,130
E05001776,145
E05001777,85
E05001778,110
E05001779,25
E05001780,135
E05001781,60
E05001782,140
E05001783,65
E05001784,100
E05001785,90
E05001786,155
E05001787,85
E05001788,195
E05001789,140
E05001790,75
E05001791,80
E05001792,70
E05001793,105
E05001794,110
E05001795,115
E05001796,95
E05001797,50
E05001798,165
E05001799,200
E05001800,75
E05001801,175
E05001802,165
E05001803,105
E05001804,100
E05001805,110
E05001806,55
E05001807,50
E05001808,80
E05001809,45
E05001810,35
E05001811,15
E05001812,30
E05001813,35
E05001814,35
E05001815,80
E05001816,35
E05001817,35
E05001818,35
E05001819,35
E05001820,5
E05001821,35
E05001822,135
E05001823,200
E05001824,135
E05001825,180
E05001826,175
E05001827,150
E05001828,100
E05001829,190
E05001830,80
E05001831,110
E05001832,75
E05001833,160
E05001834,25
E05001835,120
E05001836,100
E05001837,135
E05001839,120
E05001838,210
E05001840,20
E05001841,40
E05001842,15
E05001843,90
E05001844,95
E05001845,90
E05001846,25
E05001847,30
E05001848,30
E05001849,20
E05001850,40
E05001851,30
E05001852,15
E05001853,10
E05001854,40
E05001855,10
E05001856,20
E05001857,75
E05001858,20
E05001859,35
E05001860,25
E05001861,70
E05001862,15
E05001863,40
E05001864,35
E05001865,10
E05001866,10
E05001867,25
E05001868,10
E05001869,0
E05001870,25
E05001871,25
E05001872,65
E05001873,90
E05001874,40
E05001875,55
E05001876,35
E05001877,50
E05001878,15
E05001879,5
E05001880,10
E05001881,15
E05001882,5
E05001883,15
E05001884,80
E05001885,15
E05001886,40
E05001887,55
E05001888,50
E05001889,55
E05001890,10
E05001891,15
E05001892,25
E05001893,5
E05001894,65
E05001895,25
E05001896,25
E05001897,5
E05001898,45
E05001899,20
E05001900,15
E05001901,65
E05001902,30
E05001903,10
E05001904,5
E05001905,5
E05001906,15
E05001907,5
E05001908,20
E05001910,10
E05001909,25
E05001911,80
E05001912,85
E05001913,10
E05001914,100
E05008714,80
E05008715,75
E05008716,85
E05008717,75
E05008718,20
E05008719,95
E05008720,40
E05008721,35
E05008722,20
E05008723,55
E05008724,40
E05008725,50
E05008726,20
E05008727,45
E05008728,50
E05008729,35
E05008730,55
E05008731,30
E05008732,70
E05008733,15
E05008734,45
E05008735,30
E05008736,40
E05008737,110
E05008738,40
E05008739,60
E05008740,10
E05008741,75
E05008742,0
E05008743,40
E05008744,85
E05008745,25
E05008746,60
E05008747,10
E05008748,35
E05008749,30
E05008750,30
E05001935,40
E05001936,10
E05001937,0
E05001938,35
E05001939,50
E05001940,30
E05001941,35
E05001942,15
E05001943,50
E05001944,5
E05001945,5
E05001946,25
E05001947,15
E05001948,50
E05001949,20
E05001950,40
E05001951,5
E05001952,40
E05001953,30
E05001954,45
E05001955,35
E05001956,15
E05001957,60
E05001958,45
E05001959,50
E05001960,30
E05001961,35
E05001962,55
E05001963,20
E05001964,25
E05001965,75
E05001966,70
E05001967,25
E05001968,20
E05001969,75
E05001970,15
E05001971,20
E05001972,70
E05001973,45
E05001974,75
E05001975,45
E05001976,65
E05001977,75
E05001978,25
E05001979,105
E05001980,40
E05001981,10
E05001982,15
E05001983,50
E05001984,50
E05001985,105
E05001986,40
E05001987,75
E05001988,40
E05001989,30
E05001990,15
