GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05003587,10,,,,,,,,Ashburton and Buckfastleigh
E05003588,0,,,,,,,,Bishopsteignton
E05003589,15,,,,,,,,Bovey
E05008599,10,,,,,,,,Bradley
E05003591,15,,,,,,,,Buckland and Milber
E05003592,40,,,,,,,,Bushell
E05003593,10,,,,,,,,Chudleigh
E05003594,20,,,,,,,,College
E05003595,15,,,,,,,,Dawlish Central and North East
E05003596,10,,,,,,,,Dawlish South West
E05003597,5,,,,,,,,Haytor
E05008600,0,,,,,,,,Ipplepen
E05003599,10,,,,,,,,Kenn Valley
E05003600,0,,,,,,,,Kenton with Starcross
E05003601,10,,,,,,,,Kerswell-with-Combe
E05003602,5,,,,,,,,Kingsteignton East
E05003603,10,,,,,,,,Kingsteignton West
E05003604,0,,,,,,,,Moorland
E05003605,0,,,,,,,,Shaldon and Stokeinteignhead
E05003606,0,,,,,,,,Teign Valley
E05003607,5,,,,,,,,Teignbridge North
E05003608,5,,,,,,,,Teignmouth Central
E05003609,5,,,,,,,,Teignmouth East
E05003614,15,,,,,,,,Teignmouth West
E05003610,5,,,,,,,,Appledore
E05003611,30,,,,,,,,Bideford East
E05003612,25,,,,,,,,Bideford North
E05003613,20,,,,,,,,Bideford South
E05003615,0,,,,,,,,Broadheath
E05003616,5,,,,,,,,Clinton
E05003617,0,,,,,,,,Clovelly Bay
E05003618,0,,,,,,,,Coham Bridge
E05003619,5,,,,,,,,Forest
E05003620,5,,,,,,,,Hartland and Bradworthy
E05003621,20,,,,,,,,Holsworthy
E05003622,0,,,,,,,,Kenwith
E05003623,5,,,,,,,,Monkleigh and Littleham
E05003624,20,,,,,,,,Northam
E05003625,5,,,,,,,,Orchard Hill
E05003626,5,,,,,,,,Shebbear and Langtree
E05003627,0,,,,,,,,Tamarside
E05003628,5,,,,,,,,Three Moors
E05003629,15,,,,,,,,Torrington
E05003630,5,,,,,,,,Two Rivers
E05003631,0,,,,,,,,Waldon
E05003632,0,,,,,,,,Westward Ho!
E05003633,5,,,,,,,,Winkleigh
E05003634,15,,,,,,,,Bere Ferrers
E05003635,0,,,,,,,,Bridestowe
E05003636,5,,,,,,,,Buckland Monachorum
E05003637,0,,,,,,,,Burrator
E05003638,0,,,,,,,,Chagford
E05003639,0,,,,,,,,Drewsteignton
E05003640,0,,,,,,,,Exbourne
E05003641,5,,,,,,,,Hatherleigh
E05003642,5,,,,,,,,Lew Valley
E05003643,0,,,,,,,,Lydford
E05003644,0,,,,,,,,Mary Tavy
E05003645,0,,,,,,,,Milton Ford
E05003646,0,,,,,,,,North Tawton
E05003647,5,,,,,,,,Okehampton East
E05003648,10,,,,,,,,Okehampton West
E05003649,0,,,,,,,,South Tawton
E05003650,0,,,,,,,,Tamarside
E05003651,10,,,,,,,,Tavistock North
E05003652,5,,,,,,,,Tavistock South
E05003657,5,,,,,,,,Tavistock South West
E05003653,10,,,,,,,,Thrushel
E05003654,5,,,,,,,,Walkham
E05003655,5,,,,,,,,Burton and Winkton
E05003656,25,,,,,,,,Grange
E05003658,0,,,,,,,,Highcliffe
E05003659,0,,,,,,,,Jumpers
E05003660,0,,,,,,,,Mudeford and Friars Cliff
E05003661,0,,,,,,,,North Highcliffe and Walkford
E05003662,15,,,,,,,,Portfield
E05003663,10,,,,,,,,Purewell and Stanpit
E05003664,5,,,,,,,,St Catherine's and Hurn
E05003665,10,,,,,,,,Town Centre
E05003666,10,,,,,,,,West Highcliffe
E05003667,0,,,,,,,,Alderholt
E05003668,0,,,,,,,,Ameysford
E05003669,5,,,,,,,,Colehill East
E05003670,0,,,,,,,,Colehill West
E05003671,5,,,,,,,,Corfe Mullen Central
E05003672,5,,,,,,,,Corfe Mullen North
E05003673,0,,,,,,,,Corfe Mullen South
E05003674,0,,,,,,,,Crane
E05003675,5,,,,,,,,Ferndown Central
E05003676,10,,,,,,,,Ferndown Links
E05003677,5,,,,,,,,Handley Vale
E05003678,0,,,,,,,,Holt
E05003679,0,,,,,,,,Longham
E05003680,5,,,,,,,,Parley
E05003681,5,,,,,,,,St Leonards and St Ives East
E05003682,5,,,,,,,,St Leonards and St Ives West
E05003683,0,,,,,,,,Stapehill
E05003684,5,,,,,,,,Stour
E05003685,5,,,,,,,,Three Cross and Potterne
E05003686,5,,,,,,,,Verwood Dewlands
E05003687,5,,,,,,,,Verwood Newtown
E05003688,5,,,,,,,,Verwood Stephen's Castle
E05003689,10,,,,,,,,West Moors
E05003690,15,,,,,,,,Wimborne Minster
E05003691,0,,,,,,,,Abbey
E05003692,0,,,,,,,,Blackmore
E05003693,0,,,,,,,,Blandford Damory Down
E05003694,0,,,,,,,,Blandford Hilltop
E05003695,5,,,,,,,,Blandford Langton St Leonards
E05003696,10,,,,,,,,Blandford Old Town
E05003697,5,,,,,,,,Blandford Station
E05003698,5,,,,,,,,Bourton and District
E05003699,5,,,,,,,,Bulbarrow
E05003700,0,,,,,,,,Cranborne Chase
E05003701,5,,,,,,,,Gillingham Town
E05003702,5,,,,,,,,Hill Forts
E05003703,5,,,,,,,,Lodbourne
E05003704,0,,,,,,,,Lydden Vale
E05003705,0,,,,,,,,Marnhull
E05003706,0,,,,,,,,Milton
E05003707,5,,,,,,,,Motcombe and Ham
E05003708,0,,,,,,,,Portman
E05003709,0,,,,,,,,Riversdale
E05003710,10,,,,,,,,Shaftesbury Central
E05003711,5,,,,,,,,Shaftesbury Christy's
E05003712,5,,,,,,,,Shaftesbury Grosvenor
E05003713,0,,,,,,,,Shaftesbury Underhill
E05003714,10,,,,,,,,Stour Valley
E05003715,0,,,,,,,,The Beacon
E05003716,0,,,,,,,,The Lower Tarrants
E05003717,0,,,,,,,,The Stours
E05003718,5,,,,,,,,Wyke
E05003719,5,,,,,,,,Bere Regis
E05003720,0,,,,,,,,Castle
E05003721,0,,,,,,,,Creech Barrow
E05003722,0,,,,,,,,Langton
E05003723,5,,,,,,,,Lytchett Matravers
E05003724,5,,,,,,,,Lytchett Minster and Upton East
E05003725,5,,,,,,,,Lytchett Minster and Upton West
E05003726,5,,,,,,,,St. Martin
E05003727,0,,,,,,,,Swanage North
E05003728,10,,,,,,,,Swanage South
E05003729,10,,,,,,,,Wareham
E05003730,0,,,,,,,,West Purbeck
E05003731,5,,,,,,,,Winfrith
E05003732,10,,,,,,,,Wool
E05003733,5,,,,,,,,Beaminster
E05003734,5,,,,,,,,Bradford Abbas
E05003735,0,,,,,,,,Bradpole
E05003736,10,,,,,,,,Bridport North
E05003737,10,,,,,,,,Bridport South and Bothenhampton
E05003738,0,,,,,,,,Broadmayne
E05003739,0,,,,,,,,Broadwindsor
E05003740,0,,,,,,,,Burton Bradstock
E05003741,5,,,,,,,,Cam Vale
E05003742,10,,,,,,,,Charminster and Cerne Valley
E05003743,0,,,,,,,,Charmouth
E05003744,0,,,,,,,,Chesil Bank
E05003745,10,,,,,,,,Chickerell
E05003746,0,,,,,,,,Chideock and Symondsbury
E05003747,15,,,,,,,,Dorchester East
E05003748,20,,,,,,,,Dorchester North
E05003749,5,,,,,,,,Dorchester South
E05003750,5,,,,,,,,Dorchester West
E05003751,0,,,,,,,,Frome Valley
E05003752,0,,,,,,,,Halstock
E05003753,0,,,,,,,,Loders
E05003754,5,,,,,,,,Lyme Regis
E05003755,5,,,,,,,,Maiden Newton
E05003756,0,,,,,,,,Marshwood Vale
E05003757,5,,,,,,,,Netherbury
E05003758,0,,,,,,,,Owermoigne
E05003759,0,,,,,,,,Piddle Valley
E05003760,0,,,,,,,,Puddletown
E05003761,0,,,,,,,,Queen Thorne
E05003762,10,,,,,,,,Sherborne East
E05003763,5,,,,,,,,Sherborne West
E05003764,10,,,,,,,,Winterborne St Martin
E05003765,5,,,,,,,,Yetminster
E05003766,20,,,,,,,,Littlemoor
E05003767,35,,,,,,,,Melcombe Regis
E05003768,0,,,,,,,,Preston
E05003769,10,,,,,,,,Radipole
E05003770,15,,,,,,,,Tophill East
E05003771,15,,,,,,,,Tophill West
E05003772,20,,,,,,,,Underhill
E05003773,10,,,,,,,,Upwey and Broadwey
E05003774,15,,,,,,,,Westham East
E05003775,20,,,,,,,,Westham North
E05003776,10,,,,,,,,Westham West
E05003777,5,,,,,,,,Wey Valley
E05003778,5,,,,,,,,Weymouth East
E05003779,15,,,,,,,,Weymouth West
E05003780,15,,,,,,,,Wyke Regis
E05003781,80,,,,,,,,Devonshire
E05003782,60,,,,,,,,Hampden Park
E05003783,45,,,,,,,,Langney
E05003784,35,,,,,,,,Meads
E05003920,40,,,,,,,,Old Town
E05003921,10,,,,,,,,Ratton
E05003922,25,,,,,,,,Sovereign
E05003923,40,,,,,,,,St Anthony's
E05003924,50,,,,,,,,Upperton
E05003925,20,,,,,,,,Ashdown
E05003927,50,,,,,,,,Baird
E05003926,30,,,,,,,,Braybrooke
E05003928,50,,,,,,,,Castle
E05003929,55,,,,,,,,Central St Leonards
E05003930,5,,,,,,,,Conquest
E05003931,45,,,,,,,,Gensing
E05003932,50,,,,,,,,Hollington
E05003933,15,,,,,,,,Maze Hill
E05003934,25,,,,,,,,Old Hastings
E05003935,25,,,,,,,,Ore
E05003936,15,,,,,,,,Silverhill
E05003937,10,,,,,,,,St Helens
E05003938,45,,,,,,,,Tressell
E05003939,25,,,,,,,,West St Leonards
E05003941,40,,,,,,,,Wishing Tree
E05003940,5,,,,,,,,Barcombe and Hamsey
E05003942,5,,,,,,,,Chailey and Wivelsfield
E05003943,0,,,,,,,,Ditchling and Westmeston
E05003944,15,,,,,,,,East Saltdean and Telscombe Cliffs
E05003945,5,,,,,,,,Kingston
E05003946,10,,,,,,,,Lewes Bridge
E05003947,15,,,,,,,,Lewes Castle
E05003948,15,,,,,,,,Lewes Priory
E05003949,40,,,,,,,,Newhaven Denton and Meeching
E05003950,35,,,,,,,,Newhaven Valley
E05003951,0,,,,,,,,Newick
E05003952,20,,,,,,,,Ouse Valley and Ringmer
E05003953,20,,,,,,,,Peacehaven East
E05003954,15,,,,,,,,Peacehaven North
E05003955,10,,,,,,,,Peacehaven West
E05003956,0,,,,,,,,"Plumpton, Streat, East Chiltington and St John (Without)"
E05003957,10,,,,,,,,Seaford Central
E05003958,5,,,,,,,,Seaford East
E05003959,10,,,,,,,,Seaford North
E05003960,10,,,,,,,,Seaford South
E05003961,0,,,,,,,,Seaford West
E05003962,5,,,,,,,,Battle Town
E05003963,10,,,,,,,,Brede Valley
E05003964,35,,,,,,,,Central
E05003965,0,,,,,,,,Collington
E05003966,5,,,,,,,,Crowhurst
E05003967,5,,,,,,,,Darwell
E05003968,10,,,,,,,,Eastern Rother
E05003969,5,,,,,,,,Ewhurst and Sedlescombe
E05003970,10,,,,,,,,Kewhurst
E05003971,10,,,,,,,,Marsham
E05003972,15,,,,,,,,Old Town
E05003973,10,,,,,,,,Rother Levels
E05003974,15,,,,,,,,Rye
E05003975,15,,,,,,,,Sackville
E05003976,10,,,,,,,,Salehurst
E05003977,45,,,,,,,,Sidley
E05003978,10,,,,,,,,St Marks
E05003979,20,,,,,,,,St Michaels
E05003983,30,,,,,,,,St Stephens
E05003984,5,,,,,,,,Ticehurst and Etchingham
E05003980,5,,,,,,,,Alfriston
E05003981,0,,,,,,,,Buxted and Maresfield
E05003982,0,,,,,,,,Chiddingly and East Hoathly
E05003985,0,,,,,,,,Cross in Hand/Five Ashes
E05003986,5,,,,,,,,Crowborough East
E05003987,0,,,,,,,,Crowborough Jarvis Brook
E05003988,5,,,,,,,,Crowborough North
E05003989,0,,,,,,,,Crowborough St. Johns
E05003990,5,,,,,,,,Crowborough West
E05003991,5,,,,,,,,Danehill/Fletching/Nutley
E05003992,5,,,,,,,,East Dean
E05003993,0,,,,,,,,Forest Row
E05003994,0,,,,,,,,Framfield
E05003995,5,,,,,,,,Frant/Withyham
E05003996,15,,,,,,,,Hailsham Central and North
E05003997,25,,,,,,,,Hailsham East
E05003998,25,,,,,,,,Hailsham South and West
E05003999,0,,,,,,,,Hartfield
E05004000,0,,,,,,,,Heathfield East
E05004001,10,,,,,,,,Heathfield North and Central
E05004002,15,,,,,,,,Hellingly
E05004003,5,,,,,,,,Herstmonceux
E05004004,5,,,,,,,,Horam
E05004005,5,,,,,,,,Mayfield
E05004006,0,,,,,,,,Ninfield and Hooe with Wartling
E05004007,25,,,,,,,,Pevensey and Westham
E05004008,20,,,,,,,,Polegate North
E05004009,5,,,,,,,,Polegate South
E05004010,0,,,,,,,,Rotherfield
E05004011,5,,,,,,,,Uckfield Central
E05004012,5,,,,,,,,Uckfield New Town
E05004013,15,,,,,,,,Uckfield North
E05004014,5,,,,,,,,Uckfield Ridgewood
E05004015,5,,,,,,,,Wadhurst
E05004016,20,,,,,,,,Willingdon
E05004017,15,,,,,,,,Billericay East
E05004018,10,,,,,,,,Billericay West
E05004019,10,,,,,,,,Burstead
E05004020,15,,,,,,,,Crouch
E05004021,75,,,,,,,,Fryerns
E05004022,55,,,,,,,,Laindon Park
E05004023,15,,,,,,,,Langdon Hills
E05004024,95,,,,,,,,Lee Chapel North
E05004025,45,,,,,,,,Nethermayne
E05004026,65,,,,,,,,Pitsea North West
E05004027,60,,,,,,,,Pitsea South East
E05004028,65,,,,,,,,St Martin's
E05004029,80,,,,,,,,Vange
E05004030,15,,,,,,,,Wickford Castledon
E05004031,25,,,,,,,,Wickford North
E05004032,15,,,,,,,,Wickford Park
E05004033,5,,,,,,,,Black Notley and Terling
E05004034,10,,,,,,,,Bocking Blackwater
E05004035,15,,,,,,,,Bocking North
E05004036,15,,,,,,,,Bocking South
E05004037,5,,,,,,,,"Bradwell, Silver End and Rivenhall"
E05004038,35,,,,,,,,Braintree Central
E05004039,35,,,,,,,,Braintree East
E05004040,30,,,,,,,,Braintree South
E05004041,5,,,,,,,,Bumpstead
E05004042,0,,,,,,,,Coggeshall and North Feering
E05004043,5,,,,,,,,Cressing and Stisted
E05004044,0,,,,,,,,Gosfield and Greenstead Green
E05004045,5,,,,,,,,Great Notley and Braintree West
E05004046,15,,,,,,,,Halstead St Andrew's
E05004047,10,,,,,,,,Halstead Trinity
E05004048,5,,,,,,,,Hatfield Peverel
E05004049,5,,,,,,,,Hedingham and Maplestead
E05004050,5,,,,,,,,Kelvedon
E05004051,0,,,,,,,,Panfield
E05004052,0,,,,,,,,Rayne
E05004053,5,,,,,,,,Stour Valley North
E05004054,5,,,,,,,,Stour Valley South
E05004055,10,,,,,,,,The Three Colnes
E05004056,0,,,,,,,,Three Fields
E05004057,5,,,,,,,,Upper Colne
E05004058,20,,,,,,,,Witham Chipping Hill and Central
E05004059,15,,,,,,,,Witham North
E05004060,35,,,,,,,,Witham South
E05004061,30,,,,,,,,Witham West
E05004062,5,,,,,,,,Yeldham
E05004063,15,,,,,,,,Brentwood North
E05004064,15,,,,,,,,Brentwood South
E05004065,20,,,,,,,,Brentwood West
E05004066,10,,,,,,,,Brizes and Doddinghurst
E05004067,5,,,,,,,,"Herongate, Ingrave and West Horndon"
E05004068,5,,,,,,,,Hutton Central
E05004069,5,,,,,,,,Hutton East
E05004070,5,,,,,,,,Hutton North
E05004071,0,,,,,,,,Hutton South
E05004072,10,,,,,,,,"Ingatestone, Fryerning and Mountnessing"
E05004073,15,,,,,,,,Pilgrims Hatch
E05004074,5,,,,,,,,Shenfield
E05004075,5,,,,,,,,South Weald
E05004076,5,,,,,,,,Tipps Cross
E05004077,10,,,,,,,,Warley
E05004078,10,,,,,,,,Appleton
E05004079,5,,,,,,,,Boyce
E05004080,25,,,,,,,,Canvey Island Central
E05004081,10,,,,,,,,Canvey Island East
E05004082,15,,,,,,,,Canvey Island North
E05004083,25,,,,,,,,Canvey Island South
E05004084,5,,,,,,,,Canvey Island West
E05004085,30,,,,,,,,Canvey Island Winter Gardens
E05004086,15,,,,,,,,Cedar Hall
E05004087,15,,,,,,,,St George's
E05004088,10,,,,,,,,St James
E05004089,10,,,,,,,,St Mary's
E05004090,10,,,,,,,,St Peter's
E05004091,10,,,,,,,,Victoria
E05004092,5,,,,,,,,Bicknacre and East and West Hanningfield
E05004093,5,,,,,,,,Boreham and The Leighs
E05004094,15,,,,,,,,Broomfield and The Walthams
E05004095,20,,,,,,,,Chelmer Village and Beaulieu Park
E05004096,5,,,,,,,,Chelmsford Rural West
E05004097,10,,,,,,,,Galleywood
E05004098,10,,,,,,,,Goat Hall
E05004099,10,,,,,,,,Great Baddow East
E05004100,10,,,,,,,,Great Baddow West
E05004101,5,,,,,,,,"Little Baddow, Danbury and Sandon"
E05004102,25,,,,,,,,Marconi
E05004103,40,,,,,,,,Moulsham and Central
E05004104,10,,,,,,,,Moulsham Lodge
E05004105,20,,,,,,,,Patching Hall
E05004106,10,,,,,,,,Rettendon and Runwell
E05004107,0,,,,,,,,"South Hanningfield, Stock and Margaretting"
E05004108,10,,,,,,,,South Woodham-Chetwood and Collingwood
E05004109,10,,,,,,,,South Woodham-Elmwood and Woodville
E05004110,10,,,,,,,,Springfield North
E05004112,40,,,,,,,,St Andrews
E05004113,5,,,,,,,,The Lawns
E05004114,10,,,,,,,,Trinity
E05004115,25,,,,,,,,Waterhouse Farm
E05004111,10,,,,,,,,Writtle
E05004116,35,,,,,,,,Berechurch
E05004117,5,,,,,,,,Birch and Winstree
E05004118,40,,,,,,,,Castle
E05004119,15,,,,,,,,Christ Church
E05004120,5,,,,,,,,Copford and West Stanway
E05004121,0,,,,,,,,Dedham and Langham
E05004122,5,,,,,,,,East Donyland
E05004123,5,,,,,,,,Fordham and Stour
E05004124,0,,,,,,,,Great Tey
E05004125,20,,,,,,,,Harbour
E05004126,25,,,,,,,,Highwoods
E05004127,15,,,,,,,,Lexden
E05004128,5,,,,,,,,Marks Tey
E05004129,30,,,,,,,,Mile End
E05004130,75,,,,,,,,New Town
E05004131,20,,,,,,,,Prettygate
E05004132,0,,,,,,,,Pyefleet
E05004133,40,,,,,,,,Shrub End
E05004134,60,,,,,,,,St Andrew's
E05004135,25,,,,,,,,St Anne's
E05004136,10,,,,,,,,St John's
E05004140,15,,,,,,,,Stanway
E05004137,10,,,,,,,,Tiptree
E05004138,5,,,,,,,,West Bergholt and Eight Ash Green
E05004139,10,,,,,,,,West Mersea
E05004141,5,,,,,,,,Wivenhoe Cross
E05004142,10,,,,,,,,Wivenhoe Quay
E05004143,5,,,,,,,,"Broadley Common, Epping Upland and Nazeing"
E05004144,10,,,,,,,,Buckhurst Hill East
E05004145,5,,,,,,,,Buckhurst Hill West
E05004146,5,,,,,,,,Chigwell Row
E05004147,5,,,,,,,,Chigwell Village
E05004148,0,,,,,,,,"Chipping Ongar, Greensted and Marden Ash"
E05004149,10,,,,,,,,Epping Hemnall
E05004150,5,,,,,,,,Epping Lindsey and Thornwood Common
E05004151,10,,,,,,,,Grange Hill
E05004152,0,,,,,,,,"Hastingwood, Matching and Sheering Village"
E05004153,0,,,,,,,,"High Ongar, Willingale and The Rodings"
E05004154,0,,,,,,,,Lambourne
E05004155,25,,,,,,,,Loughton Alderton
E05004156,25,,,,,,,,Loughton Broadway
E05004157,10,,,,,,,,Loughton Fairmead
E05004158,5,,,,,,,,Loughton Forest
E05004159,10,,,,,,,,Loughton Roding
E05004160,5,,,,,,,,Loughton St John's
E05004161,10,,,,,,,,Loughton St Mary's
E05004162,0,,,,,,,,Lower Nazeing
E05004163,0,,,,,,,,Lower Sheering
E05004164,5,,,,,,,,Moreton and Fyfield
E05004165,10,,,,,,,,North Weald Bassett
E05004166,5,,,,,,,,Passingford
E05004167,5,,,,,,,,Roydon
E05004168,10,,,,,,,,Shelley
E05004169,5,,,,,,,,Theydon Bois
E05004170,5,,,,,,,,Waltham Abbey High Beach
E05004171,15,,,,,,,,Waltham Abbey Honey Lane
E05004172,5,,,,,,,,Waltham Abbey North East
E05004173,10,,,,,,,,Waltham Abbey Paternoster
E05004174,10,,,,,,,,Waltham Abbey South West
E05004175,25,,,,,,,,Bush Fair
E05004176,10,,,,,,,,Church Langley
E05004177,15,,,,,,,,Great Parndon
E05004178,35,,,,,,,,Harlow Common
E05004179,45,,,,,,,,Little Parndon and Hare Street
E05004180,45,,,,,,,,Mark Hall
E05004181,25,,,,,,,,Netteswell
E05004182,15,,,,,,,,Old Harlow
E05004183,25,,,,,,,,Staple Tye
E05004184,20,,,,,,,,Sumners and Kingsmoor
E05004185,30,,,,,,,,Toddbrook
E05004186,5,,,,,,,,Althorne
E05004187,5,,,,,,,,Burnham-on-Crouch North
E05004188,15,,,,,,,,Burnham-on-Crouch South
E05004189,5,,,,,,,,Great Totham
E05004190,5,,,,,,,,Heybridge East
E05004191,20,,,,,,,,Heybridge West
E05004192,15,,,,,,,,Maldon East
E05004193,15,,,,,,,,Maldon North
E05004194,5,,,,,,,,Maldon South
E05004195,5,,,,,,,,Maldon West
E05004196,0,,,,,,,,Mayland
E05004197,0,,,,,,,,Purleigh
E05004198,15,,,,,,,,Southminster
E05004199,5,,,,,,,,Tillingham
E05004200,0,,,,,,,,Tollesbury
E05004201,5,,,,,,,,Tolleshunt D'Arcy
E05004202,5,,,,,,,,Wickham Bishops and Woodham
E05004203,5,,,,,,,,Ashingdon and Canewdon
E05004204,0,,,,,,,,Barling and Sutton
E05004205,10,,,,,,,,Downhall and Rawreth
E05004206,25,,,,,,,,Foulness and Great Wakering
E05004207,5,,,,,,,,Grange
E05004208,5,,,,,,,,Hawkwell North
E05004209,10,,,,,,,,Hawkwell South
E05004210,5,,,,,,,,Hawkwell West
E05004211,10,,,,,,,,Hockley Central
E05004212,5,,,,,,,,Hockley North
E05004213,5,,,,,,,,Hockley West
E05004214,5,,,,,,,,Hullbridge
E05004215,5,,,,,,,,Lodge
E05004216,5,,,,,,,,Rayleigh Central
E05004217,25,,,,,,,,Rochford
E05004218,5,,,,,,,,Sweyne Park
E05004219,0,,,,,,,,Trinity
E05004220,5,,,,,,,,Wheatley
E05004221,5,,,,,,,,Whitehouse
E05004222,5,,,,,,,,Alresford
E05004223,50,,,,,,,,Alton Park
E05004224,5,,,,,,,,Ardleigh and Little Bromley
E05004225,0,,,,,,,,Beaumont and Thorpe
E05004226,35,,,,,,,,Bockings Elm
E05004227,0,,,,,,,,"Bradfield, Wrabness and Wix"
E05004228,15,,,,,,,,Brightlingsea
E05004229,5,,,,,,,,Burrsville
E05004230,5,,,,,,,,Frinton
E05004231,45,,,,,,,,Golf Green
E05004232,5,,,,,,,,Great and Little Oakley
E05004233,5,,,,,,,,Great Bentley
E05004234,10,,,,,,,,Hamford
E05004235,30,,,,,,,,Harwich East
E05004236,40,,,,,,,,Harwich East Central
E05004237,10,,,,,,,,Harwich West
E05004238,25,,,,,,,,Harwich West Central
E05004239,5,,,,,,,,Haven
E05004240,10,,,,,,,,Holland and Kirby
E05004241,0,,,,,,,,Homelands
E05004242,10,,,,,,,,Lawford
E05004243,5,,,,,,,,Little Clacton and Weeley
E05004244,10,,,,,,,,"Manningtree, Mistley, Little Bentley and Tendring"
E05004245,20,,,,,,,,Peter Bruff
E05004246,55,,,,,,,,Pier
E05004247,15,,,,,,,,Ramsey and Parkeston
E05004248,55,,,,,,,,Rush Green
E05004249,10,,,,,,,,St Bartholomews
E05004250,15,,,,,,,,St James
E05004251,20,,,,,,,,St Johns
E05004252,40,,,,,,,,St Marys
E05004253,20,,,,,,,,St Osyth and Point Clear
E05004254,20,,,,,,,,St Pauls
E05004255,0,,,,,,,,"Thorrington, Frating, Elmstead and Great Bromley"
E05004256,10,,,,,,,,Walton
E05004257,0,,,,,,,,Ashdon
E05004258,0,,,,,,,,Barnston and High Easter
E05004259,0,,,,,,,,Birchanger
E05004260,0,,,,,,,,Broad Oak and the Hallingburys
E05004261,0,,,,,,,,Clavering
E05004262,5,,,,,,,,Elsenham and Henham
E05008708,5,,,,,,,,Felsted
E05008709,5,,,,,,,,Great Dunmow North
E05004265,10,,,,,,,,Great Dunmow South
E05004266,5,,,,,,,,Hatfield Heath
E05004267,0,,,,,,,,Littlebury
E05004268,0,,,,,,,,Newport
E05004269,5,,,,,,,,Saffron Walden Audley
E05004270,5,,,,,,,,Saffron Walden Castle
E05004271,5,,,,,,,,Saffron Walden Shire
E05004272,0,,,,,,,,Stansted North
E05004273,5,,,,,,,,Stansted South
E05008710,0,,,,,,,,Stebbing
E05004275,0,,,,,,,,Stort Valley
E05004276,5,,,,,,,,Takeley and the Canfields
E05008711,5,,,,,,,,Thaxted
E05004278,5,,,,,,,,The Chesterfords
E05004279,5,,,,,,,,The Eastons
E05008712,0,,,,,,,,The Rodings
E05004281,0,,,,,,,,The Sampfords
E05008713,0,,,,,,,,Wenden Lofts
E05004283,0,,,,,,,,Wimbish and Debden
E05004284,15,,,,,,,,All Saints
E05004285,5,,,,,,,,Battledown
E05004286,5,,,,,,,,Benhall and The Reddings
E05004287,5,,,,,,,,Charlton Kings
E05004288,5,,,,,,,,Charlton Park
E05004289,10,,,,,,,,College
E05004290,40,,,,,,,,Hesters Way
E05004291,5,,,,,,,,Lansdown
E05004292,5,,,,,,,,Leckhampton
E05004293,40,,,,,,,,Oakley
E05004294,5,,,,,,,,Park
E05004295,0,,,,,,,,Pittville
E05004296,5,,,,,,,,Prestbury
E05004297,20,,,,,,,,Springbank
E05004298,30,,,,,,,,St Mark's
E05004299,40,,,,,,,,St Paul's
E05004300,30,,,,,,,,St Peter's
E05004304,10,,,,,,,,Swindon Village
E05004301,0,,,,,,,,Up Hatherley
E05004302,10,,,,,,,,Warden Hill
E05004303,0,,,,,,,,Ampney-Coln
E05004305,0,,,,,,,,Avening
E05004306,0,,,,,,,,Beacon-Stow
E05004307,0,,,,,,,,Blockley
E05004308,5,,,,,,,,Bourton-on-the-Water
E05004309,10,,,,,,,,Campden-Vale
E05004310,0,,,,,,,,Chedworth
E05004311,0,,,,,,,,Churn Valley
E05004312,15,,,,,,,,Cirencester Beeches
E05004313,10,,,,,,,,Cirencester Chesterton
E05004314,5,,,,,,,,Cirencester Park
E05004315,5,,,,,,,,Cirencester Stratton-Whiteway
E05004316,20,,,,,,,,Cirencester Watermoor
E05004317,5,,,,,,,,Ermin
E05004318,5,,,,,,,,Fairford
E05004319,5,,,,,,,,Fosseridge
E05004320,0,,,,,,,,Grumbolds Ash
E05004321,0,,,,,,,,Hampton
E05004322,5,,,,,,,,Kempsford-Lechlade
E05004323,10,,,,,,,,Moreton-in-Marsh
E05004324,0,,,,,,,,Northleach
E05004325,5,,,,,,,,Rissingtons
E05004326,0,,,,,,,,Riversmeet
E05004327,0,,,,,,,,Sandywell
E05004328,10,,,,,,,,Tetbury
E05004329,5,,,,,,,,Thames Head
E05004330,0,,,,,,,,Three Rivers
E05004331,5,,,,,,,,Water Park
E05004332,5,,,,,,,,"Alvington, Aylburton and West Lydney"
E05004333,5,,,,,,,,Awre
E05004334,0,,,,,,,,Berry Hill
E05004335,0,,,,,,,,Blaisdon and Longhope
E05004336,10,,,,,,,,Bream
E05004337,5,,,,,,,,Bromesberrow and Dymock
E05004338,5,,,,,,,,Christchurch and English Bicknor
E05004339,5,,,,,,,,Churcham and Huntley
E05004340,10,,,,,,,,Cinderford East
E05004341,20,,,,,,,,Cinderford West
E05004342,10,,,,,,,,Coleford Central
E05004343,25,,,,,,,,Coleford East
E05004344,0,,,,,,,,Hartpury
E05004345,0,,,,,,,,Hewelsfield and Woolaston
E05004346,15,,,,,,,,Littledean and Ruspidge
E05004347,5,,,,,,,,Lydbrook and Ruardean
E05004348,30,,,,,,,,Lydney East
E05004349,0,,,,,,,,Lydney North
E05004350,15,,,,,,,,Mitcheldean and Drybrook
E05004351,20,,,,,,,,Newent Central
E05004352,5,,,,,,,,Newland and St Briavels
E05004353,5,,,,,,,,Newnham and Westbury
E05004354,5,,,,,,,,Oxenhall and Newent North East
E05004355,10,,,,,,,,Pillowell
E05004356,5,,,,,,,,Redmarley
